nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Armarios empotrados,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Teléfono,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Lavadero,Garaje,Portero automático,Puerta blindada,Sistema de seguridad,Ascensor,Adaptado a personas con movilidad reducida,Balcón,Terraza,Jardín,Piscina,Orientación,Soleado,No se aceptan mascotas,Amueblado,Trastero,Superficie solar,Se aceptan mascotas,Chimenea,Gastos de comunidad,Agua,Gas,Luz,Interior,Urbanizado,Calle alumbrada,Calle asfaltada,Tipo de casa
Piso en Gran Via de les Corts Catalanes,Ukio,32 €/m²,2.765 €/mes,84 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08011-40855634183_100500/,Anuncio actualizado el 13/02/2025,"E, E","E, E",barcelona,84 m²,,2,2,1ª,N/A,,En buen estado,SA5112-ENCINA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Lope de Vega,WALTER HAUS,33 €/m²,2.300 €/mes,68 m²,https://www.pisos.com/alquilar/piso-sant_marti_el_poblenou08005-50861021672_101800/,Anuncio actualizado el 14/02/2025,"G, F","G, F",barcelona,68 m²,,2,1,1ª,,,,IF7349-5086,,,,,,,,Central,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,,,,,,,,,,,
Estudio en Carrer de la Diputació,Ukio,49 €/m²,2.470 €/mes,50 m²,https://www.pisos.com/alquilar/estudio-antiga_esquerra_de_eixample08011-40898087831_100500/,Anuncio actualizado el 14/02/2025,"E, E","E, E",barcelona,50 m²,,,1,1ª,N/A,,En buen estado,SA5112-BAIA,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer Jonqueres,Ukio,28 €/m²,2.835 €/mes,100 m²,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08010-40861527862_100500/,Anuncio actualizado el 14/02/2025,"E, E","E, E",barcelona,100 m²,,2,2,1ª,N/A,,En buen estado,SA5112-CAPACCIO,1,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer del Consell de Cent,Ukio,38 €/m²,2.860 €/mes,75 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08011-40908917634_100500/,Anuncio actualizado el 05/02/2025,"E, E","E, E",barcelona,75 m²,,2,2,3ª,,,En buen estado,SA5112-LESCUN,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,,
Piso en Carrer de la Mare de Déu del Remei,Urbane International Real estate,24 €/m²,2.100 €/mes,87 m²,https://www.pisos.com/alquilar/piso-el_poble_sec08004-51732144456_109300/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,87 m²,72 m²,2,1,,N/A,,,EP974-3607,,,,,,,Frío y calor,Eléctrica,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,,,,N/A,,,,,,,
Ático en Bufala,PARELLADA IMMOBILIÀRIA,11 €/m²,1.599 €/mes,144 m²,https://www.pisos.com/alquilar/atico-bonavista_bufala08915-51739063407_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,144 m²,133 m²,4,2,4ª,,Entre 20 y 30 años,,SA5410-3024/11637,1,,Parquet,,,,N/A,Gas natural,,,,,,N/A,,N/A,,N/A,N/A,,,Este,,,N/A,,,,,,,,,,,,,
Piso en Passeig de Gràcia,Ukio,49 €/m²,2.985 €/mes,60 m²,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-40928781061_100500/,Anuncio actualizado el 18/02/2025,"A, A","A, A",barcelona,60 m²,,1,1,4ª,N/A,,En buen estado,SA5112-BEMBA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,N/A,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Pau Claris,Ukio,38 €/m²,4.210 €/mes,108 m²,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08009-49214681020_100500/,Anuncio actualizado el 11/01/2025,"E, E","E, E",barcelona,108 m²,,3,3,3ª,N/A,,En buen estado,SA5112-POTOSI,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer del Torrent de l'Olla,Ukio,43 €/m²,2.810 €/mes,65 m²,https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-40885299850_100500/,Anuncio actualizado el 29/10/2024,"C, B","C, B",barcelona,65 m²,,1,1,,N/A,,En buen estado,SA5112-SAHORO,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer del Comte Borrell,Ukio,32 €/m²,2.615 €/mes,80 m²,https://www.pisos.com/alquilar/piso-eixample_sant_antoni08004-40925375591_100500/,Anuncio actualizado el 18/02/2025,"F, E","F, E",barcelona,80 m²,,2,1,1ª,N/A,,En buen estado,SA5112-VILI,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer Gran de Gràcia,Ukio,35 €/m²,5.780 €/mes,161 m²,https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-40922913993_100500/,Anuncio actualizado el 11/02/2025,"E, E","E, E",barcelona,161 m²,,2,2,3ª,N/A,,En buen estado,SA5112-VALLS,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,
Piso en Carrer del Comte d'Urgell,Ukio,34 €/m²,3.105 €/mes,90 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08029-40862910550_100500/,Anuncio actualizado el 13/02/2025,"E, E","E, E",barcelona,90 m²,,2,1,2ª,N/A,,En buen estado,SA5112-GENAVE,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de la Diputació,Ukio,36 €/m²,3.795 €/mes,105 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08011-40869526190_100500/,Anuncio actualizado el 17/12/2024,"E, E","E, E",barcelona,105 m²,,2,2,,N/A,,En buen estado,SA5112-TELLA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Plaça de Lesseps,Ukio,29 €/m²,2.930 €/mes,99 m²,https://www.pisos.com/alquilar/piso-el_putxet_el_farro08006-40910128532_100500/,Anuncio actualizado el 03/01/2025,"E, E","E, E",barcelona,99 m²,,3,2,3ª,N/A,,En buen estado,SA5112-AGNELLO,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Pere IV,Ukio,40 €/m²,2.760 €/mes,69 m²,https://www.pisos.com/alquilar/piso-el_parc_la_llacuna_del_poblenou08018-40839702083_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",barcelona,69 m²,,2,2,,N/A,,En buen estado,SA5112-POBLET,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Rocafort,Ukio,37 €/m²,2.985 €/mes,80 m²,https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08029-40847811124_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,80 m²,,2,2,2ª,N/A,,En buen estado,SA5112-NOGUERA,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Lancaster,Urbane International Real estate,28 €/m²,1.500 €/mes,53 m²,https://www.pisos.com/alquilar/piso-el_raval08001-50003823220_109300/,Anuncio actualizado el 12/12/2024,Error al procesar consumo,Error al procesar emisiones,barcelona,53 m²,,,1,3ª,N/A,,,EP974-3220,,,,,,,Frío y calor,Eléctrica,,,,,,N/A,N/A,N/A,,,,,,,,,N/A,,,,,,N/A,,,,,,,
Piso en Carrer Gran de Gràcia,Ukio,40 €/m²,3.535 €/mes,88 m²,https://www.pisos.com/alquilar/piso-la_vila_de_gracia08006-48399246774_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,88 m²,,2,2,1ª,N/A,,En buen estado,SA5112-URU,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Estudio en Pla del Palau,Ukio,36 €/m²,2.350 €/mes,64 m²,https://www.pisos.com/alquilar/estudio-sant_pere_santa_caterina_la_ribera08003-40858784886_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,64 m²,,,1,1ª,N/A,,En buen estado,SA5112-UBRIQUE,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de la Ciutat de Granada,Ukio,44 €/m²,2.970 €/mes,67 m²,https://www.pisos.com/alquilar/piso-el_parc_la_llacuna_del_poblenou08018-40845215308_100500/,Anuncio actualizado el 29/10/2024,"E, E","E, E",barcelona,67 m²,,2,2,3ª,N/A,,En buen estado,SA5112-SABIA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Pau Claris,Ukio,38 €/m²,3.200 €/mes,83 m²,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08009-49229646876_100500/,Anuncio actualizado el 05/02/2025,"E, E","E, E",barcelona,83 m²,,2,2,5ª,N/A,,En buen estado,SA5112-BALAT,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Passeig de Gràcia,Ukio,39 €/m²,4.100 €/mes,105 m²,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08008-40893146650_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,105 m²,,2,3,4ª,N/A,,En buen estado,SA5112-LEGA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de València,Ukio,38 €/m²,2.325 €/mes,60 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08011-40834683271_100500/,Anuncio actualizado el 13/02/2025,"E, E","E, E",barcelona,60 m²,,2,1,3ª,N/A,,En buen estado,SA5112-ULINDI,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Ático en Carrer de Sepúlveda,Ukio,22 €/m²,2.800 €/mes,124 m²,https://www.pisos.com/alquilar/atico-eixample_sant_antoni08015-40844112118_100500/,Anuncio actualizado el 14/02/2025,"E, E","E, E",barcelona,124 m²,62 m²,2,1,5ª,N/A,,En buen estado,SA5112-TRAMONTI,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Passeig Sant Joan,Ukio,33 €/m²,2.885 €/mes,85 m²,https://www.pisos.com/alquilar/piso-el_camp_en_grassot_gracia_nova08025-40901775271_100500/,Anuncio actualizado el 07/02/2025,"E, E","E, E",barcelona,85 m²,,2,2,6ª,N/A,,En buen estado,SA5112-CAZALLA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,N/A,,N/A,,,,,,,,,,
Piso en Carrer de l'Oli,Ukio,38 €/m²,2.665 €/mes,70 m²,https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-48405132929_100500/,Anuncio actualizado el 20/12/2024,"E, E","E, E",barcelona,70 m²,,1,1,1ª,,,En buen estado,SA5112-NOVA,1,,,,,,N/A,,N/A,,,,,,,,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,,
Piso en Carrer de Morales,Ukio,49 €/m²,3.320 €/mes,67 m²,https://www.pisos.com/alquilar/piso-les_corts_barrio08029-40919516243_100500/,Anuncio actualizado el 21/01/2025,"E, E","E, E",barcelona,67 m²,,2,2,2ª,N/A,,En buen estado,SA5112-FALCO,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,N/A,,,,N/A,,,N/A,,,,,,,,,,
Piso en Els Molins/Hospital,OPEN INMO,21 €/m²,2.200 €/mes,102 m²,https://www.pisos.com/alquilar/piso-els_molins_poble_sec_pins_vens-46709535492_100500/,Anuncio actualizado el 11/02/2025,"E, E","E, E",barcelona,102 m²,100 m²,3,2,Bajo,,Entre 20 y 30 años,,SA1406-OI01884/5763,1,,Parquet,,,N/A,N/A,Gas natural,,,,1,,,,N/A,,N/A,N/A,N/A,,Sur,,,N/A,,,,N/A,,N/A,,,,,,,
Piso en Carrer Barcelona,AFYS MANRESA,16 €/m²,1.000 €/mes,60 m²,https://www.pisos.com/alquilar/piso-manresa_poble_nou-51758153320_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,60 m²,55 m²,2,2,Bajo,,Menos de 5 años,,SA2898-11364/5664,,,Parquet,,,N/A,N/A,Gas natural,,N/A,,,,N/A,,N/A,,N/A,,,,,,,N/A,,,,,,N/A,,,,,,,
Piso en Ronda del General Mitre,Ukio,26 €/m²,4.315 €/mes,164 m²,https://www.pisos.com/alquilar/piso-el_putxet_el_farro08023-50834642877_100500/,Anuncio actualizado el 13/02/2025,"E, E","E, E",barcelona,164 m²,,4,3,7ª,N/A,,En buen estado,SA5112-ADILE,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer del Comte d'Urgell,Ukio,31 €/m²,4.760 €/mes,150 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08029-40919147338_100500/,Anuncio actualizado el 09/10/2024,"E, E","E, E",barcelona,150 m²,,3,3,3ª,N/A,,En buen estado,SA5112-ARAN,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de la Canuda,Urbane International Real estate,24 €/m²,1.950 €/mes,80 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08002-50884392582_109300/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,80 m²,,2,2,3ª,,,,EP974-3750,,,,,,,Frío y calor,Eléctrica,N/A,,,,,,N/A,N/A,,,N/A,,,Noreste,,,N/A,,,,,,N/A,,,,,,,
Piso en Carrer de Pàdua,Ukio,32 €/m²,4.040 €/mes,125 m²,https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-40842139004_100500/,Anuncio actualizado el 16/12/2024,"D, D","D, D",barcelona,125 m²,,3,2,,N/A,,En buen estado,SA5112-LAUREL,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
"Piso en Carrer de Pau Claris, 107",WALTER HAUS,29 €/m²,3.950 €/mes,135 m²,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08007-51712494601_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",barcelona,135 m²,,4,3,Entresuelo,,,,IF7349-5157,1,,,,,,,Central,N/A,,N/A,,,,N/A,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en Carrer de la Mercè,MARCOVE,30 €/m²,1.900 €/mes,63 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08002-50053275722_108900/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,63 m²,54 m²,2,1,3ª,N/A,,,XA755-499,,,,,,,N/A,N/A,,,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,,,,,
Piso en Carrer del Perelló,Ukio,46 €/m²,2.545 €/mes,55 m²,https://www.pisos.com/alquilar/piso-sant_marti_el_poblenou08005-40841769343_100500/,Anuncio actualizado el 07/02/2025,"E, F","E, F",barcelona,55 m²,,2,1,,N/A,,En buen estado,SA5112-MINORI,1,,,,,,N/A,,N/A,,,1,,,,N/A,,,,,N/A,,,,N/A,,,N/A,,,,,,,,,,
Piso en Rambla de Prat,Ukio,31 €/m²,3.005 €/mes,95 m²,https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-40858907926_100500/,Anuncio actualizado el 14/01/2025,"E, E","E, E",barcelona,95 m²,,2,1,,N/A,,En buen estado,SA5112-AMANDI,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer del Congost,Ukio,43 €/m²,3.450 €/mes,80 m²,https://www.pisos.com/alquilar/piso-el_camp_en_grassot_gracia_nova08024-40889043532_100500/,Anuncio actualizado el 07/02/2025,"E, E","E, E",barcelona,80 m²,,2,1,1ª,N/A,,En buen estado,SA5112-NERANO,1,,,,,,N/A,,N/A,,,,,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Francisco Giner,Ukio,32 €/m²,2.770 €/mes,85 m²,https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-40851575044_100500/,Anuncio actualizado el 24/10/2024,"E, E","E, E",barcelona,85 m²,,1,1,,N/A,,En buen estado,SA5112-EJIDO,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Gran Via de les Corts Catalanes,Ukio,43 €/m²,2.860 €/mes,66 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08011-40874256332_100500/,Anuncio actualizado el 26/11/2024,"E, E","E, E",barcelona,66 m²,,3,2,6ª,N/A,,En buen estado,SA5112-FERRAT,1,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer d'Aragó,Ukio,39 €/m²,3.045 €/mes,78 m²,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08013-40899914717_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,78 m²,,2,2,1ª,N/A,,En buen estado,SA5112-SANDE,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer Gran de Gràcia,Ukio,45 €/m²,2.850 €/mes,63 m²,https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-40847216185_100500/,Anuncio actualizado el 16/12/2024,"C, C","C, C",barcelona,63 m²,,1,1,3ª,N/A,,En buen estado,SA5112-BANTU,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Avinguda de Francesc Macià,PREMIUM HOUSES SITGES,21 €/m²,2.200 €/mes,102 m²,https://www.pisos.com/alquilar/piso-els_molins_poble_sec_pins_vens-45096292492_100500/,Anuncio actualizado el 22/01/2025,"E, E","E, E",barcelona,102 m²,92 m²,3,2,Bajo,,Entre 20 y 30 años,,SA1988-PHS100938/7088,,,Mármol,,,,N/A,Gas natural,,N/A,,,,,N/A,N/A,,N/A,N/A,N/A,,Suroeste,,,N/A,,,,,,N/A,,,,,,,
Piso en Carrer de Morales,Ukio,41 €/m²,3.970 €/mes,96 m²,https://www.pisos.com/alquilar/piso-les_corts_barrio08029-40879932040_100500/,Anuncio actualizado el 13/01/2025,"E, E","E, E",barcelona,96 m²,,3,2,2ª,N/A,,En buen estado,SA5112-PUNTA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,N/A,,,,N/A,,,N/A,,,,,,,,,,
Piso en Passeig Sant Joan,Ukio,38 €/m²,3.065 €/mes,80 m²,https://www.pisos.com/alquilar/piso-el_camp_en_grassot_gracia_nova08025-40840750120_100500/,Anuncio actualizado el 14/11/2024,"E, E","E, E",barcelona,80 m²,,3,2,1ª,N/A,,En buen estado,SA5112-ZIOBA,1,,,,,,,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Artés,AFYS MANRESA,9 €/m²,750 €/mes,83 m²,https://www.pisos.com/alquilar/piso-artes_centro_urbano-51763565104_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",barcelona,83 m²,77 m²,3,2,1ª,,Entre 10 y 20 años,,SA2898-11561/5664,,,Gres,,,,N/A,Gas natural,,,,,,,,N/A,,N/A,,,,,,,,N/A,,,,,N/A,,,,,,,
"Piso en Via Laietana, 15",SmartMove,25 €/m²,2.950 €/mes,115 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08003-51672518981_513606/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,115 m²,115 m²,2,2,1ª,N/A,,En buen estado,4513606-Born Luxe,,,Parquet,,,,Frío y calor,Gas natural,N/A,N/A,,,,,,N/A,,,,,,Sur,N/A,,N/A,,,,,,,N/A,,,,,,
Ático en Carrer de Bonaplata,Ukio,42 €/m²,4.365 €/mes,103 m²,https://www.pisos.com/alquilar/atico-sarria_sant_gervasi_sarria08017-40874412914_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,103 m²,,2,2,6ª,N/A,,En buen estado,SA5112-FLUVIA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Josep Torres,Ukio,24 €/m²,3.145 €/mes,130 m²,https://www.pisos.com/alquilar/piso-la_vila_de_gracia08012-40917832459_100500/,Anuncio actualizado el 07/02/2025,"F, F","F, F",barcelona,130 m²,,2,2,,N/A,,En buen estado,SA5112-RUTE,1,,,,,,N/A,,N/A,,,,,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Avinguda Diagonal,Ukio,29 €/m²,3.200 €/mes,110 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08036-40866233583_100500/,Anuncio actualizado el 14/11/2024,Error al procesar consumo,Error al procesar emisiones,barcelona,110 m²,,2,2,1ª,N/A,,En buen estado,SA5112-YARI,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
Ático en Avinguda de Pau Casals,DCANO Real Estate Agency,30 €/m²,15.000 €/mes,500 m²,https://www.pisos.com/alquilar/atico-sant_gervasi_galvany08021-51679115893_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona,500 m²,480 m²,6,6,2ª,,Más de 50 años,,SA5856-DC556/9085,1,,Parquet,,,N/A,N/A,Gas natural,,,,,,N/A,N/A,N/A,,N/A,N/A,,,Sureste,,,,,,,,,N/A,,,,,,,
Piso en Carrer de Calàbria,Ukio,33 €/m²,3.825 €/mes,113 m²,https://www.pisos.com/alquilar/piso-la_nova_esquerra_de_eixample08029-40897670026_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,113 m²,,2,2,6ª,N/A,,En buen estado,SA5112-EMPORDA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Gran Via de les Corts Catalanes,Ukio,39 €/m²,2.730 €/mes,69 m²,https://www.pisos.com/alquilar/piso-antiga_esquerra_de_eixample08011-40836620573_100500/,Anuncio actualizado el 13/02/2025,"E, E","E, E",barcelona,69 m²,,3,2,5ª,N/A,,En buen estado,SA5112-TAULL,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer Major de Sarrià,Ukio,46 €/m²,3.545 €/mes,77 m²,https://www.pisos.com/alquilar/piso-sarria_sant_gervasi_sarria08017-40930465521_100500/,Anuncio actualizado el 11/02/2025,"E, E","E, E",barcelona,77 m²,,2,2,1ª,N/A,,En buen estado,SA5112-CONCA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Ático en Carrer del Bruc,Ukio,37 €/m²,2.685 €/mes,71 m²,https://www.pisos.com/alquilar/atico-la_dreta_de_eixample08010-40849845873_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",barcelona,71 m²,,1,1,7ª,N/A,,En buen estado,SA5112-CALELLA,1,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer de la Portaferrissa,WALTER HAUS,19 €/m²,1.950 €/mes,100 m²,https://www.pisos.com/alquilar/piso-el_barri_gotic08002-11731421304_101800/,Anuncio actualizado el 02/02/2025,"E, E","E, E",barcelona,100 m²,,2,2,2ª,,,,IF7349-3007,1,,,,,,,Central,N/A,,N/A,,,,N/A,N/A,,,,,,,,,N/A,,,,,,,,,,,,,
Piso en Carrer d'Aribau,Ukio,30 €/m²,3.655 €/mes,120 m²,https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-40861857416_100500/,Anuncio actualizado el 07/02/2025,"E, E","E, E",barcelona,120 m²,,3,2,3ª,N/A,,En buen estado,SA5112-RAVELLO,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de Copèrnic,Ukio,30 €/m²,3.120 €/mes,102 m²,https://www.pisos.com/alquilar/piso-sant_gervasi_galvany08006-40894783659_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,102 m²,,3,2,2ª,,,En buen estado,SA5112-NIVE,1,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,N/A,,,,
Piso en Carrer de Tamarit,Ukio,42 €/m²,2.995 €/mes,70 m²,https://www.pisos.com/alquilar/piso-eixample_sant_antoni08015-40898818149_100500/,Anuncio actualizado el 14/02/2025,"E, E","E, E",barcelona,70 m²,,2,2,4ª,N/A,,En buen estado,SA5112-LOJA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Ronda de Sant Pere,Ukio,35 €/m²,3.190 €/mes,91 m²,https://www.pisos.com/alquilar/piso-sant_pere_santa_caterina_la_ribera08003-48407286063_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",barcelona,91 m²,,2,2,3ª,N/A,,En buen estado,SA5112-SENAHU,1,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Carrer de València,Ukio,32 €/m²,3.820 €/mes,116 m²,https://www.pisos.com/alquilar/piso-la_dreta_de_eixample08009-40884573272_100500/,Anuncio actualizado el 16/12/2024,"E, E","E, E",barcelona,116 m²,,3,2,1ª,N/A,,En buen estado,SA5112-TULSA,1,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,
Dúplex en Passatge del Mas de Roda,WALTER HAUS,19 €/m²,2.650 €/mes,137 m²,https://www.pisos.com/alquilar/duplex-la_vila_olimpica_del_poblenou08005-51709346456_101800/,Anuncio actualizado el 04/02/2025,"D, E","D, E",barcelona,137 m²,,2,2,,,,,IF7349-4890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Aulèstia i Pijoan,Ukio,35 €/m²,3.150 €/mes,89 m²,https://www.pisos.com/alquilar/piso-el_putxet_el_farro08006-50028074931_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",barcelona,89 m²,,3,2,4ª,N/A,,En buen estado,SA5112-DEMIR,1,,,,,,N/A,,N/A,,,,,,,N/A,,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,
