nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie solar,Baños,Antigüedad,Referencia,Superficie útil,Habitaciones,Planta,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Comedor,Ascensor,Terraza,Agua,Puerta blindada,Jardín,Cocina equipada,Lavadero,Orientación,Exterior,Conservación,Gastos de comunidad,Carpintería interior,Carpintería exterior,Portero automático,Adaptado a personas con movilidad reducida,Balcón,Soleado,Se aceptan mascotas,Amueblado,Tipo de casa,Garaje,Sistema de seguridad,Piscina,Chimenea,Vidrios dobles,Gas,Trastero,Teléfono,Interior,Urbanizado,Calle alumbrada,Calle asfaltada
Piso en La Salut-Lloreda-Sistrells,Projecte Santa Rosa Slu,2.327 €/m²,142.000 €,61 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-51683281951_100200/,Anuncio actualizado el 07/02/2025,"E, E","E, E",badalona (BCN),61 m²,,1,Más de 50 años,TC1110-608286,,2,,,,,,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Montigalà-Sant Crist,Lloreda Bdn Sl,2.527 €/m²,139.000 €,55 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50844335564_100200/,Anuncio actualizado el 27/01/2025,"E, E","E, E",badalona (BCN),55 m²,,2,Más de 50 años,TC843-607034,,3,,,,,,,,N/A,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Montigalà-Sant Crist,SETCLAUS ALELLA,2.635 €/m²,340.000 €,129 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-43395686403_108900/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),129 m²,,2,,XA602-9044,114 m²,4,1ª,,,Frío y calor,Eléctrica,,N/A,N/A,N/A,N/A,,8m  exterior,,,N/A,En buen estado,Entre 40 y 60 €,,,,,,,,,,1,Codigo   1945,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,3.266 €/m²,245.000 €,75 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5073824907_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),75 m²,,1,,IF76872-MC0012-4414,,3,1ª,,Gres,,,,,N/A,,,,,,Suroeste,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Calderón de la Barca,IMMOEXIT,2.291 €/m²,110.000 €,48 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-51711207031_100500/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),48 m²,,1,Más de 50 años,SA5768-134/12311,40 m²,2,2ª,,Gres,N/A,,,,,N/A,,,,,Noreste,,,Entre 10 y 20 €,,,,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Travessera de Montigalà,ALFA BADALONA CENTRO MAR,2.982 €/m²,340.000 €,114 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-40069225400_100500/,Anuncio actualizado el 10/02/2025,"E, E","E, E",badalona (BCN),114 m²,,2,Entre 30 y 50 años,SA596-ALFA1878/1826,99 m²,4,1ª,1,Parquet,,Eléctrica,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Bonavista-Bufalà,Lloreda Bdn Sl,3.271 €/m²,229.000 €,70 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08917-50869629917_100200/,Anuncio actualizado el 06/02/2025,"E, E","E, E",badalona (BCN),70 m²,,1,Entre 30 y 50 años,TC843-608179,,2,,,,,N/A,,N/A,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
"Piso en Rambla de Sant Joan, 90",PREMIER ESPAÑA,3.661 €/m²,476.000 €,130 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-5014746126_109700/,Anuncio actualizado el 18/02/2025,"A, A","A, A",badalona (BCN),130 m²,,2,,4992912-21619909,,3,,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,,,,,,,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,4.085 €/m²,335.000 €,82 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5089792628_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),82 m²,,2,,IF76872-MC0012-4414,,3,1ª,,Gres,,,,,N/A,,,,,,,,A estrenar,,,PVC,,,,,,,,,,,,,,,,,,,
Piso en Montigalà-Sant Crist,Lloreda Bdn Sl,2.522 €/m²,169.000 €,67 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50833394374_100200/,Anuncio actualizado el 17/02/2025,"E, E","E, E",badalona (BCN),67 m²,,1,Más de 50 años,TC843-605877,,2,,,,,,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del General Moragues,PROJECT HOUSE REAL ESTATE,2.470 €/m²,210.000 €,85 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-45849206423_518261/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),85 m²,,1,Entre 30 y 50 años,4518261-465B,83 m²,3,Entresuelo,,Gres,,Gas natural,N/A,N/A,,,,,N/A,Lavadero con trastero,A la montaña,N/A,En buen estado,,N/A,Aluminio,N/A,,N/A,N/A,,,,,,,,N/A,N/A,En el lavadero,N/A,,,,
Chalet en Mas Ram,DCANO Real Estate Agency,4.816 €/m²,1.180.000 €,245 m²,https://www.pisos.com/comprar/chalet-canyet_mas_ram08916-51756702762_100500/,Anuncio actualizado el 18/02/2025,"E, D","E, D",badalona (BCN),245 m²,560 m²,4,Más de 50 años,SA5856-DC526/9085,225 m²,5,,1,Gres,N/A,Gas natural,N/A,,N/A,N/A,N/A,N/A,,,Sur,,,,,,,,,,,N/A,,,N/A,,,,,N/A,N/A,,N/A,,
Piso en Front Maritim,Assessors Dupre I Fernandez,4.833 €/m²,580.000 €,120 m²,https://www.pisos.com/comprar/piso-badalona_port08918-50836989237_100500/,Anuncio actualizado el 14/02/2025,"G, G","G, G",badalona (BCN),120 m²,,2,Entre 20 y 30 años,SA5063-HG-BDN-17/11035,116 m²,3,2ª,,Gres,,N/A,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,N/A,,,,,,,Comunitaria,,,,,N/A,,,,
Piso en Port,SINGULAR PROPERTIES,8.048 €/m²,990.000 €,123 m²,https://www.pisos.com/comprar/piso-badalona_port08918-51734444988_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),123 m²,,2,Entre 10 y 20 años,SA2030-SP121MW/2237,,3,1ª,,,,N/A,,N/A,N/A,,,N/A,,,Oeste,,,,,,,,N/A,,,,,1,,Comunitaria,,,,,,,,,
Piso en Sant Roc,INMOBILIARIA LA MURALLA,1.867 €/m²,155.000 €,83 m²,https://www.pisos.com/comprar/piso-sant_roc-47509180427_285400/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),83 m²,,1,Entre 30 y 50 años,2854-10650,72 m²,4,4ª,1,Gres,,,18m² exterior,N/A,,,N/A,,7m² exterior,,Suroeste,N/A,En buen estado,56€ al mes,Roble,Aluminio,N/A,,,N/A,N/A,,,,Alarma,,,N/A,N/A,,,,,,
Piso en Carrer de Víctor Balaguer,Loft Serveis Immobiliaris,3.116 €/m²,186.995 €,60 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-47578084229_501141/,Anuncio actualizado el 19/02/2025,"F, F","F, F",badalona (BCN),60 m²,,1,Entre 30 y 50 años,501141-03LS1039,56 m²,3,Entresuelo,,Gres,,,Exterior con salida a balcon,N/A,,,N/A,,Amplia reformada,Patio,,N/A,Reformado,43,Embero,Aluminio,N/A,N/A,N/A,N/A,N/A,,,,,,,,Natural,,,,,,
Piso en Avinguda de Martí Pujol,ZONA FINCAS,2.743 €/m²,304.500 €,111 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08917-51686629832_514358/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),111 m²,,2,Entre 30 y 50 años,514358-ZF25/007,86 m²,3,2ª,Más de 2,Terrazo,2 máquinas,Gas natural,Gran comedor de 30m² con salida a balcón,N/A,,,N/A,,Independiente,,,A patio de manzanas,En buen estado,,Sapeli,Aluminio,,,N/A,,,,,,,,,,N/A,,,,,,
Casa en Mas Ram,TOLL WOHNEN,Error al procesar precio m²,1.090.000 €,560 m²,https://www.pisos.com/comprar/casa-canyet_mas_ram08916-51741529749_108900/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),,560 m²,4,Más de 50 años,XA861-TWB413,,6,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
Casa en Dalt La Vila,PROMOCAT BDN IMMOBILIÀRIA SL,1.033 €/m²,155.000 €,150 m²,https://www.pisos.com/comprar/casa-badalona_centre-34187568818_421900/,Anuncio actualizado el 18/02/2025,"G, G","G, G",badalona (BCN),150 m²,,1,Más de 50 años,4219-003145,150 m²,3,,,,,,N/A,,,,,,N/A,,,,A reformar,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Doctor Modrego,INMOKASAS,2.342 €/m²,178.000 €,76 m²,https://www.pisos.com/comprar/piso-sant_roc-49265096043_520652/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),76 m²,,1,Más de 50 años,4520652-2502032,67 m²,3,3ª,,Parquet,Frío y calor,Gas natural,Comedor con salida a balcon,N/A,,,N/A,,,,Sureste,N/A,En buen estado,Entre 40 y 60 €,,Aluminio,N/A,N/A,N/A,N/A,,,,,Alarma,,,,N/A,,,,,,
Dúplex en Riera de Matamoros,Llarcelona,3.476 €/m²,365.000 €,105 m²,https://www.pisos.com/comprar/duplex-casagemes_canyado08911-50031169794_101800/,Anuncio actualizado el 24/01/2025,"A, A","A, A",badalona (BCN),105 m²,,2,Menos de 5 años,SA2024-Llar1499/4463,95 m²,3,Bajo,,,,,,N/A,,N/A,N/A,,,,,,,,,,,,N/A,,,,,,N/A,,,,,,,,,,
Piso en Carrer de Manila,PROJECT HOUSE REAL ESTATE,2.403 €/m²,250.000 €,104 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-47566106261_518261/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),104 m²,,1,Entre 30 y 50 años,4518261-480B,90 m²,3,5ª,,Gres,,,N/A,N/A,,,,,N/A,N/A,,N/A,En buen estado,,,Aluminio,N/A,,N/A,N/A,,,,,,,,,N/A,,,,,,
Piso en calle *,URBENIA,5.011 €/m²,431.000 €,86 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5054804061_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),86 m²,,2,,EP1014-21650208,,3,1ª,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
Casa unifamiliar en Montigalà-Sant Crist,Lloreda Bdn Sl,1.878 €/m²,370.000 €,197 m²,https://www.pisos.com/comprar/casa_unifamiliar-montigala_sant_crist08917-51756873853_100200/,Anuncio actualizado el 10/02/2025,"E, E","E, E",badalona (BCN),197 m²,,2,Más de 50 años,TC843-609344,,3,,,,,,,,N/A,,,,,,,,En buen estado,,,,,,,,,,Unifamiliar,,,,,,,,,,,,
Piso en Gorg,SETCLAUS ALELLA,3.231 €/m²,265.000 €,82 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08914-50838705644_108900/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),82 m²,,1,,XA602-9218,76 m²,3,2ª,,,Frío y calor,Eléctrica,,N/A,,N/A,N/A,,5:30m,,Noreste,N/A,Reformado,Entre 40 y 60 €,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Marc,LA CASA AGENCY -LLEFIÀ,2.333 €/m²,168.000 €,72 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08918-51732275924_516553/,Anuncio actualizado el 13/02/2025,"E, E","E, E",badalona (BCN),72 m²,,1,Más de 50 años,4516553-INT-GAB-MARC,69 m²,3,2ª,,Parquet,,,Exterior,N/A,,,,,Amplia,En la cocina,Sureste,N/A,A reformar,,,Aluminio,,,,Todo exterior,N/A,,,,,,,,N/A,,,,,,
Piso en Carrer d'Europa,SEGURPISO GESTION INMOBILIARIA,2.462 €/m²,197.000 €,80 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-50855344384_528240/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),80 m²,,1,Más de 50 años,4528240-000023,75 m²,3,5ª,,Gres,Frío y calor,Gas natural,,N/A,,,N/A,,,,Este,Todo exterior,Reformado,Entre 20 y 40 €,,Aluminio,,,N/A,,,N/A,,,,,,,N/A,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,3.841 €/m²,315.000 €,82 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5086995234_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),82 m²,,2,,IF76872-MC0012-4414,,3,3ª,,Gres,,,,,,,,,,,Este,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en Carretera Santa Coloma,Nova Finca  Barcelona,2.269 €/m²,177.000 €,78 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-48417187563_998067/,Anuncio actualizado el 11/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),78 m²,,1,Entre 30 y 50 años,4998067-13371597,75 m²,1,8ª,,Gres,,,,,,,,,,,,N/A,En buen estado,Entre 40 y 60 €,,Aluminio,,,,N/A,,,,,,,,,N/A,,,,,,
Piso en Port,Urbane International Real estate,4.973 €/m²,562.000 €,113 m²,https://www.pisos.com/comprar/piso-badalona_port08918-50030712167_109300/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),113 m²,,2,,EP974-3729,,3,3ª,,,,,,N/A,N/A,,,,N/A,,,N/A,,,,,,,,,,,,,,Comunitaria,,,,,,,,,
Piso en Centre,KSA - Badalona,3.810 €/m²,423.000 €,111 m²,https://www.pisos.com/comprar/piso-badalona_centre08912-50911158720_231200/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),111 m²,,3,,2312-ONMRGLL,91 m²,3,Bajo,,,Frío y calor,Central,N/A,N/A,N/A,,N/A,,N/A,N/A,,N/A,A estrenar,,,Aluminio,,,,N/A,,,,,,,,N/A,,,,,,,
"Piso en Carrer de Liszt, nº s/n",Group Ji-Ber Internacional,2.333 €/m²,189.000 €,81 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-48338335764_517058/,Anuncio actualizado el 15/10/2024,"F, F","F, F",badalona (BCN),81 m²,,1,Más de 50 años,4517058-000066,78 m²,3,1ª,,,Frío y calor,Gas natural,N/A,N/A,Comunitaria,,,,N/A,N/A,Sur,N/A,En buen estado,,,Aluminio,N/A,,,N/A,N/A,,,,Alarma,,,,,N/A,,,,,
Piso en Carrer del Molí de la Torre,INTERFINQUES,2.865 €/m²,235.000 €,82 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-51687972573_500513/,Anuncio actualizado el 20/02/2025,"G, F","G, F",badalona (BCN),82 m²,,1,Entre 10 y 20 años,500513-23515,74 m²,3,3ª,,Parquet,Frío y calor,Gas natural,N/A,N/A,,,,,N/A,,,N/A,En buen estado,,,,,,N/A,,,,,1,,,,,N/A,,,,,,
Piso en La Salut-Lloreda-Sistrells,MONAPART,3.387 €/m²,210.000 €,62 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-5064691311_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),62 m²,,1,,IF76872-MC0012-4414,,2,1ª,,Gres,,,,,,,,,,,Suroeste,,A estrenar,,,PVC,,,N/A,,,,,,,,,,,,,,,,
Piso en Plaça del Pati de la Vela,A DINS 1964 Serveis Immobiliaris S.L.,6.574 €/m²,835.000 €,127 m²,https://www.pisos.com/comprar/piso-badalona_port08912-50912241569_417500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),127 m²,,2,Entre 20 y 30 años,4175-100716,120 m²,3,1ª,,,Frío y calor,Gas natural,N/A,N/A,N/A,,,Comunitario,N/A,N/A,,N/A,En buen estado,,,,N/A,N/A,,N/A,,,,1,N/A,Comunitaria,,N/A,,,,N/A,,,
Piso en Gorg-Progrés-Pep Ventura,KSA - Badalona,2.906 €/m²,250.000 €,86 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50835751916_231200/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),86 m²,,1,,2312-IPB1,66 m²,1,Bajo,,Parquet,Frío y calor,Central,N/A,N/A,,,,,N/A,N/A,,N/A,A estrenar,,,Aluminio,,,,,,,,,,,,N/A,,,,N/A,,,
"Dúplex en Carrer de la Pallaresa, 31",CERQUEM HABITATGES,2.696 €/m²,178.000 €,66 m²,https://www.pisos.com/comprar/duplex-montigala_sant_crist08917-50064846105_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",badalona (BCN),66 m²,,1,Más de 50 años,SA5767-V24-PDT,55 m²,2,1ª,1,,N/A,,,,N/A,,,,,,,N/A,En buen estado,Entre 20 y 40 €,,,,,,,,,,,,,,,,N/A,,,,,
Chalet en Canyet-Mas Ram,SETCLAUS ALELLA,3.633 €/m²,1.090.000 €,300 m²,https://www.pisos.com/comprar/chalet-canyet_mas_ram08916-49255910789_108900/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),300 m²,,4,,XA602-9191,295 m²,6,,,,Frío y calor,,,,N/A,N/A,N/A,,,,Al mar,,Reformado,Más de 100 €,,,,,,,,,,2,N/A,,,,,26 m²,,,,,
Piso en calle *,URBENIA,4.724 €/m²,411.000 €,87 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-5081947020_109700/,Anuncio actualizado el 19/12/2024,"A, A","A, A",badalona (BCN),87 m²,,2,,EP1014-21650251,,3,Bajo,,,,,,,N/A,,,,,,,,A estrenar,,,,,,,,,,,N/A,,,,,,,,,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,6.444 €/m²,696.000 €,108 m²,https://www.pisos.com/comprar/apartamento-badalona_centre08912-20088621177_101800/,Anuncio actualizado el 21/05/2024,"A, A","A, A",badalona (BCN),108 m²,,2,Menos de 5 años,IF76306-I-00V4CK-W-02NFP1,,3,1ª,1,,,Central,,N/A,N/A,,,,N/A,,Sureste,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Pep Ventura,TU SOLUCION INMOBILIARIA - VIA JULIA,3.400 €/m²,323.000 €,95 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-34225378680_100500/,Anuncio actualizado el 09/01/2025,"B, B","B, B",badalona (BCN),95 m²,,2,Entre 20 y 30 años,SA604-TS2-3143/1968,90 m²,3,Bajo,,Parquet,N/A,,N/A,N/A,,,N/A,,,,Este,,,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en Carrer de Baldomer Solà,FINQUES ENRIC,2.200 €/m²,187.000 €,85 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-50895914300_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),85 m²,,1,Más de 50 años,SA5788-6100,80 m²,3,3ª,,,,,,,,,,,,,Norte,N/A,A reformar,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Port,Engel & Völkers MMC Barcelona,5.476 €/m²,460.000 €,84 m²,https://www.pisos.com/comprar/apartamento-badalona_port08912-50871712892_101800/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),84 m²,,2,Entre 10 y 20 años,IF76306-I-00YXRO-W-02Y5PE,,3,2ª,,,,Central,,N/A,N/A,,,,,,,,,,,,,,,,,,,1,,Propia,,,,,,,,,
Piso en Carrer de la Pau,INTERFINQUES,2.257 €/m²,79.000 €,35 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-50087094918_500513/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),35 m²,,1,Más de 50 años,500513-9048,30 m²,1,Bajo,,Gres,,,N/A,,,,,,,,Oeste,,A reformar,,,Madera,,,,,,,,,,,,,,,,N/A,,,
Piso en La Salut-Lloreda-Sistrells,GERMA JULI,2.142 €/m²,165.000 €,77 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08917-49204199662_994242/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),77 m²,,1,Más de 50 años,994242-1039,77 m²,3,Bajo,,Gres,,,N/A,,,,,,N/A,,,,En buen estado,,,Aluminio,,,,,,,,,,,Decorativa,,,,,,,,
Piso en Carrer de Sant Antoni Abat,ENTREPISOS,2.127 €/m²,148.900 €,70 m²,https://www.pisos.com/comprar/piso-llefia_artigues08913-50916909056_998927/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,1,,4998927-Ref. 982,70 m²,4,3ª,,Gres,Frío y calor,,,,,,,,,,Sureste,N/A,En buen estado,,,Aluminio,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de Sicília,ZONA FINCAS,2.964 €/m²,166.000 €,56 m²,https://www.pisos.com/comprar/piso-montigala_sant_crist08917-50047895763_514358/,Anuncio actualizado el 19/02/2025,"G, G","G, G",badalona (BCN),56 m²,,1,Más de 50 años,514358-ZF24/002,55 m²,2,4ª,,Parquet,,Gas natural,Salida a terraza.,,18m²,,N/A,,Independiente salida a galería.,,,N/A,En buen estado,,,Puertas haya,N/A,,,N/A,,,,,,,,,,,,,,,
Piso en Carrer de Solsona,Desarrollo Sant Sebastia Sl,2.221 €/m²,199.900 €,90 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-50845107901_100200/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),90 m²,,1,Entre 30 y 50 años,TC1149-599452,,3,1ª,,Gres,N/A,,,N/A,,,,,N/A,,,,En buen estado,,,,,,N/A,,,,,,N/A,,,,,N/A,,,,,
Piso en Bufala,MACROFINCAS S.L,4.135 €/m²,289.500 €,70 m²,https://www.pisos.com/comprar/piso-bonavista_bufala08915-39220075352_100500/,Anuncio actualizado el 17/10/2024,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),70 m²,,2,Menos de 5 años,SA565-MCM5755AS/1454,60 m²,3,2ª,,,N/A,N/A,N/A,N/A,N/A,N/A,,,,,Sur,,,,,,,,N/A,,,,,,,,,,,N/A,,,,,
Apartamento en Port,Engel & Völkers MMC Barcelona,8.547 €/m²,1.000.000 €,117 m²,https://www.pisos.com/comprar/apartamento-badalona_port08918-38412129076_101800/,Anuncio actualizado el 02/08/2024,"A, A","A, A",badalona (BCN),117 m²,,2,,IF76306-I-00XKK4-W-02TMRB,,3,5ª,1,,,Central,,N/A,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Gorg-Progrés-Pep Ventura,Engel & Völkers MMC Barcelona,3.264 €/m²,790.000 €,242 m²,https://www.pisos.com/comprar/casa-gorg_progres_pep_ventura08912-49264916737_101800/,Anuncio actualizado el 12/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),242 m²,175 m²,2,Más de 50 años,IF76306-I-00YUO5-W-02XR1N,,4,,1,,,Central,,,N/A,,,Privado,N/A,,,,,,,,,,,,,,,1,,,,,,N/A,,,,,
Piso en Carrer d'Orió,MERCAT IMMOBILIARI CATALA,2.000 €/m²,110.000 €,55 m²,https://www.pisos.com/comprar/piso-llefia_artigues08914-50843506016_106000/,Anuncio actualizado el 16/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),55 m²,,1,,NI268-Fel-3205-DX,55 m²,2,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,KSA - Badalona,4.672 €/m²,500.000 €,107 m²,https://www.pisos.com/comprar/piso-badalona_centre08911-50843463366_231200/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),107 m²,,2,,2312-ONMP,90 m²,3,1ª,,Gres,Frío y calor,Central,N/A,N/A,,,N/A,,N/A,N/A,Oeste,,A estrenar,,,Aluminio,N/A,,N/A,,,,,,,,,N/A,,N/A,,,,,
Ático en Montigalà-Sant Crist,Loft Serveis Immobiliaris,2.931 €/m²,170.000 €,58 m²,https://www.pisos.com/comprar/atico-montigala_sant_crist08917-48349445580_501141/,Anuncio actualizado el 19/02/2025,"F, F","F, F",badalona (BCN),58 m²,,1,Entre 30 y 50 años,501141-03-023598,50 m²,3,4ª,,Gres,Frío y calor,,Exterior soleado,N/A,Comunitaria,,N/A,,Reformada,,,N/A,Reformado,50,Sapely,Aluminio,N/A,,,N/A,N/A,,,,,,,,N/A,,,,,,
Piso en Carrer d'Ausiàs March,Finques Galdos,2.520 €/m²,189.000 €,75 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-49173553683_100500/,Anuncio actualizado el 11/02/2025,"G, G","G, G",badalona (BCN),75 m²,,1,,SA5702-VENTA AUSIAS MARC,70 m²,3,4ª,1,,N/A,,,N/A,,,,,,,Sur,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Cervantes,FABRA CONSULTORS,2.311 €/m²,215.000 €,93 m²,https://www.pisos.com/comprar/piso-gorg_progres_pep_ventura08912-49249315421_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),93 m²,,1,Más de 50 años,SA4270-2024-0076/9908,63 m²,3,3ª,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Carrer de l'Estadi,Loft Serveis Immobiliaris,2.453 €/m²,265.000 €,108 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-49169187423_501141/,Anuncio actualizado el 19/02/2025,"E, E","E, E",badalona (BCN),108 m²,,2,Entre 10 y 20 años,501141-03LS1053,86 m²,3,Bajo,1,Gres,Frío y calor,Gas natural,Amplio con salida a patio 14m,N/A,2 patios de 14 m. Cada uno,,N/A,,Con salida a patio 14 m.,N/A,Sur,,Reformado,40€,Roble,Aluminio,N/A,,,N/A,N/A,,,2,,,,,Natural,,,Patio solarium,,,
Piso en La Salut,URBENIA,1.516 €/m²,94.000 €,62 m²,https://www.pisos.com/comprar/piso-la_salut_lloreda_sistrells08914-47547094964_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,badalona (BCN),62 m²,,1,,EP1014-94803,60 m²,2,2ª,,,,,,,,,,,,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,
