nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Gastos de comunidad,Referencia,Carpintería exterior,Gas,Calefacción,Lavadero,Balcón,Orientación,Superficie solar,Amueblado,Armarios empotrados,Vidrios dobles,Tipo suelo,Teléfono,Aire acondicionado,Chimenea,Cocina equipada,Comedor,Garaje,Puerta blindada,Sistema de seguridad,Terraza,Jardín,Piscina,Urbanizado,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Ascensor,Agua,Soleado,Carpintería interior,Portero automático,Adaptado a personas con movilidad reducida,Luz,Trastero,Tipo de casa,Interior,No se aceptan mascotas
Casa en Pinemar,Engel & Völkers MMC Barcelona,2.368 €/m²,739.000 €,312 m²,https://www.pisos.com/comprar/casa-pinemar-49263307909_101800/,Anuncio actualizado el 15/11/2024,"D, D","D, D",maresme (BCN),312 m²,,4,3,,,Entre 20 y 30 años,,,IF76306-I-00YTCB-W-02XPEM,,,Central,,,,432 m²,N/A,1,,,,,,N/A,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
"Finca rústica en Carrer de Sant Quirze, 1",FINQUES CITY GRUP,23 €/m²,115.000 €,5.000 m²,https://www.pisos.com/comprar/finca_rustica-calella_centro_urbano-14214428571_518056/,Anuncio actualizado el 29/01/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),5.000 m²,,,,,,,En buen estado,,518056-J222,,,,,,,5.000 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Vilassar de Dalt,Engel & Völkers MMC Barcelona,1.148 €/m²,1.350.000 €,1.175 m²,https://www.pisos.com/comprar/casa-vilassar_de_dalt_centro_urbano-39186839127_101800/,Anuncio actualizado el 07/11/2024,"E, E","E, E",maresme (BCN),1.175 m²,,18,8,,,Más de 50 años,,,IF76306-I-00XQ3L-W-02U2GX,,,Central,N/A,,A la montaña,3.715 m²,N/A,1,,,,,,N/A,,1,,,,Privado,,,,,,,,,,,,,N/A,,,
Casa adosada en Alella,Engel & Völkers MMC Barcelona,2.600 €/m²,1.100.000 €,423 m²,https://www.pisos.com/comprar/casa_adosada-alella_centro_urbano-50911717244_101800/,Anuncio actualizado el 15/01/2025,"E, D","E, D",maresme (BCN),423 m²,,8,5,,,,,,IF76306-I-00XYZ3-W-02UN99,,,Central,,,,,,1,,,,,,,,1,,,N/A,Privado,,,,,,,,,,,,,N/A,Adosada,,
Piso en Avinguda de Tarragona,Aliseda Inmobiliaria,2.588 €/m²,116.500 €,45 m²,https://www.pisos.com/comprar/piso-premia_de_dalt_centro_urbano-41717379778_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),45 m²,,2,1,,,,,,AN1-ANT00030668894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Santa Susanna,Engel & Völkers MMC Barcelona,1.781 €/m²,399.000 €,224 m²,https://www.pisos.com/comprar/casa-santa_susanna_centro_urbano-49184588699_101800/,Anuncio actualizado el 05/12/2024,"G, G","G, G",maresme (BCN),224 m²,,3,3,,,Entre 30 y 50 años,,,IF76306-I-00YUOD-W-02XX9J,,,Central,N/A,,,785 m²,N/A,1,,,,,,N/A,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
Casa en Centre,Engel & Völkers MMC Barcelona,1.971 €/m²,550.000 €,279 m²,https://www.pisos.com/comprar/casa-pineda_de_mar_centre-48413796282_101800/,Anuncio actualizado el 06/10/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),279 m²,,5,3,,,Entre 30 y 50 años,,,IF76306-I-00YOWU-W-02X7HB,,,Central,,,,193 m²,N/A,1,,,,,,,,1,,,N/A,,Propia,,,,,,,,,,,,N/A,,,
Piso en Carrer del Clot del Castell,Aliseda Inmobiliaria,2.617 €/m²,277.500 €,106 m²,https://www.pisos.com/comprar/piso-vilassar_de_dalt_centro_urbano-35849537991_107000/,Anuncio actualizado el 11/04/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),106 m²,,3,2,,,,,,AS1-ALI0000119333,,,,,N/A,,,,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,
Chalet en Altres Urbanitzacions,AtipicFinques,1.888 €/m²,595.000 €,315 m²,https://www.pisos.com/comprar/chalet-altres_urbanitzacions08304-49179622664_101800/,Anuncio actualizado el 05/02/2025,"E, E","E, E",maresme (BCN),315 m²,,4,4,,,,,,IF76888-CRG - 042,,,,,,,800 m²,N/A,,,,,,,N/A,,,,N/A,N/A,,Propia,,,,,,,,,,,,N/A,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,3.877 €/m²,190.000 €,49 m²,https://www.pisos.com/comprar/apartamento-pineda_de_mar_centre-51755816381_101800/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),49 m²,,1,1,,,,,,IF76306-I-00Z00X-W-02YJ19,,,,,,,,,,,,,,,N/A,,1,,,N/A,,,,,,,N/A,,,,,,,,,,
Casa adosada en Argentona,Engel & Völkers MMC Barcelona,3.224 €/m²,545.000 €,169 m²,https://www.pisos.com/comprar/casa_adosada-argentona_centro_urbano-51711552058_101800/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),169 m²,,3,3,,,Entre 30 y 50 años,,,IF76306-I-00Z0WS-W-02YN3E,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,
Casa en Arenys de Mar,Engel & Völkers MMC Barcelona,1.952 €/m²,740.000 €,379 m²,https://www.pisos.com/comprar/casa-arenys_de_mar_centro_urbano-47580659445_101800/,Anuncio actualizado el 16/01/2025,"E, F","E, F",maresme (BCN),379 m²,,5,4,,,Entre 20 y 30 años,,,IF76306-I-00YM91-W-02WXPE,,,Central,,,,175 m²,,1,,,,,,,,1,,,N/A,,Propia,,,,,,,,,,,,,,,
Casa en Canyamars,URBENIA,2.208 €/m²,550.000 €,249 m²,https://www.pisos.com/comprar/casa-dosrius_centro_urbano-47522589240_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),249 m²,,4,4,,,,,,EP1014-92980,,,,,,,,,,,,,,,N/A,,1,,,,,Propia,,,,,,N/A,,,,,,,,,
Chalet en Urbanitzacions Niàgara Parc-Àgora Parc-Roca-Rossa,URBENIA,2.656 €/m²,364.000 €,137 m²,https://www.pisos.com/comprar/chalet-urbanitzacions_niagara_parc_agora_parc_roca_rossa0-47518320420_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),137 m²,120 m²,3,2,,,,En buen estado,,EP1014-96916,,,,,,,,,,,,,,N/A,N/A,,,,,,,Propia,,,,,,,,,,,,,,,
Casa en Argentona,Engel & Völkers MMC Barcelona,2.617 €/m²,950.000 €,363 m²,https://www.pisos.com/comprar/casa-argentona_centro_urbano-48338266204_101800/,Anuncio actualizado el 18/10/2024,"D, D","D, D",maresme (BCN),363 m²,,5,3,,,Entre 10 y 20 años,,,IF76306-I-00YPAF-W-02X2C3,,,Central,,,,1.214 m²,,1,,,,,,,,1,,,,Privado,Propia,,,,,,,,,,,,N/A,,,
Piso en Centre,immobiliaria Les Mèlies,2.352 €/m²,240.000 €,102 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-50911663056_106700/,Anuncio actualizado el 16/01/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),102 m²,,4,2,,,Más de 50 años,,,IFC75918-PIS_129,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Piso en Rocafonda,URBENIA,1.317 €/m²,112.000 €,85 m²,https://www.pisos.com/comprar/piso-rocafonda08304-47544483793_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),85 m²,,4,1,4ª,N/A,,En buen estado,,EP1014-94735,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Ático en Centre,Engel & Völkers MMC Barcelona,2.979 €/m²,295.000 €,99 m²,https://www.pisos.com/comprar/atico-pineda_de_mar_centre-50916036243_101800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),99 m²,,3,2,3ª,,Menos de 5 años,,,IF76306-I-00YENE-W-02WC0Z,,,Central,,,,,,,,,,,,N/A,,1,,,N/A,,,,,,,N/A,,,,,,,N/A,,,
Casa rústica en Premià de Dalt,Engel & Völkers MMC Barcelona,1.736 €/m²,1.250.000 €,720 m²,https://www.pisos.com/comprar/casa_rustica-premia_de_dalt_centro_urbano-14188553241_101800/,Anuncio actualizado el 21/05/2024,"E, D","E, D",maresme (BCN),720 m²,,8,8,,,Más de 50 años,,,IF76306-I-00UKIS-W-02LRF0,,,Central,N/A,,Sureste,2.700 m²,,,,,,,,N/A,,1,,,N/A,,Propia,,,,,,,,,,,,N/A,Rústica,,
Casa en Premià de Dalt,Engel & Völkers MMC Barcelona,2.671 €/m²,1.341.000 €,502 m²,https://www.pisos.com/comprar/casa-premia_de_dalt_centro_urbano-21677909581_101800/,Anuncio actualizado el 21/05/2024,"G, G","G, G",maresme (BCN),502 m²,,5,3,,,Más de 50 años,,,IF76306-I-00VCW6-W-02MZBT,,,,N/A,,Sureste,11.962 m²,,1,,,,,,N/A,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
Finca rústica en Mas Carbo,FINQUES QUIM,Error al procesar precio m²,598.000 €,SA1765-C0407/4211,https://www.pisos.com/comprar/finca_rustica-palafolls_centro_urbano-34191158977_100500/,Anuncio actualizado el 10/09/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),,,,,,,,,,SA1765-C0407/4211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Supermaresme - 40 Minutos de Barcelona,LIVING Luxury Real Estate. Barcelona,4.750 €/m²,19.000.000 €,4.000 m²,https://www.pisos.com/comprar/casa-sant_andreu_de_llavaneres_urbanitzacions-51716523708_109100/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),4.000 m²,,8,10,,,,,,FE6-290751,Aluminio,Otra compañía,N/A,,,Norte,,,,,Parket,,N/A,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,
Piso en Centro,URBENIA,2.819 €/m²,265.000 €,94 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51716771845_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),94 m²,71 m²,3,2,1ª,N/A,,En buen estado,,EP1014-98129,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,N/A,,,,,,,,,,
"Piso en Ronda Cervantes, 19",VIA CELERE,2.609 €/m²,367.940 €,141 m²,https://www.pisos.com/comprar/piso-havana08301-4096541115_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),141 m²,,4,2,,,,A estrenar,,4993266-0012,,,,,,,,,2,,,,,,N/A,,N/A,N/A,,N/A,,,,,,,N/A,,,,,,,N/A,,,
Casa en Teià,Engel & Völkers MMC Barcelona,2.436 €/m²,2.680.000 €,1.100 m²,https://www.pisos.com/comprar/casa-teia_centro_urbano-43333797773_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),1.100 m²,,,,,,Más de 50 años,,,IF76306-I-00W9CK-W-02PZHN,,,Central,N/A,,,676 m²,,1,,,,,,N/A,,1,,,,Privado,Propia,,,,,,,,,,,,N/A,,,
Casa en Calella,Engel & Völkers MMC Barcelona,2.423 €/m²,2.600.000 €,1.073 m²,https://www.pisos.com/comprar/casa-calella_centro_urbano08370-46702082472_101800/,Anuncio actualizado el 16/09/2024,"G, G","G, G",maresme (BCN),1.073 m²,,6,6,,,Entre 20 y 30 años,,,IF76306-I-00USH1-W-02MHTN,,,Central,N/A,,,4.433 m²,N/A,1,,,,,,N/A,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
Casa en Santa Susanna,URBENIA,1.750 €/m²,315.000 €,180 m²,https://www.pisos.com/comprar/casa-santa_susanna_centro_urbano-47578215467_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),180 m²,,3,,,,,En buen estado,,EP1014-84060,,,,,,,,,,,,,,N/A,,,2,,,N/A,,Propia,,,,,,N/A,,,,,,N/A,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,2.819 €/m²,265.000 €,94 m²,https://www.pisos.com/comprar/apartamento-pineda_de_mar_centre-50875785963_101800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),94 m²,,3,2,1ª,,Menos de 5 años,,,IF76306-I-00YEMM-W-02WB03,,,Central,,,,,,,,,,,,N/A,,1,,,N/A,,,,,,,N/A,,,,,,,N/A,,,
Casa en Urbanitzacions El Mas Móra-Sant Daniel-Blanes Mar,URBENIA,1.683 €/m²,340.000 €,202 m²,https://www.pisos.com/comprar/casa-urbanitzacions_el_mas_mora_sant_daniel_blanes_mar-47535710022_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),202 m²,180 m²,3,2,,,,En buen estado,,EP1014-95511,,,,,,,,,,,,,,N/A,N/A,,2,,,,,Propia,,,,,,N/A,,,,,,N/A,,,
Piso en Cerdanyola,GROCASA,2.014 €/m²,137.000 €,68 m²,https://www.pisos.com/comprar/piso-cerdanyola_sud08303-50060623965_109300/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),68 m²,60 m²,2,1,Bajo,,Más de 50 años,,,EP743-1559162,,,Centralizada,,,O,,N/A,,,Mármol,,,,Office,,,,,N/A,,,,,,,,,,,,,,,,,
Chalet en Alella,Access Home Real Estate,4.380 €/m²,2.650.000 €,605 m²,https://www.pisos.com/comprar/chalet-alella_centro_urbano-47567726750_108900/,Anuncio actualizado el 10/01/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),605 m²,,4,4,,,,,,XA643-3867,,,,,,Sur,,,,,,,,,N/A,,2,N/A,N/A,N/A,,Propia,,,,,,,,,,,,N/A,,,
Casa adosada en Can Moré-Santa Anna,Engel & Völkers MMC Barcelona,2.257 €/m²,499.000 €,221 m²,https://www.pisos.com/comprar/casa_adosada-can_more_santa_anna-50847372609_101800/,Anuncio actualizado el 30/01/2025,"E, E","E, E",maresme (BCN),221 m²,,5,3,,,Entre 20 y 30 años,,,IF76306-I-00YZRT-W-02YHJH,,,Central,,,,,,,,,,,,,,1,,,N/A,Privado,,,,,,,,,,,,,,Adosada,,
Casa adosada en Palafolls,Engel & Völkers MMC Barcelona,3.189 €/m²,529.500 €,166 m²,https://www.pisos.com/comprar/casa_adosada-palafolls_centro_urbano-45834533330_101800/,Anuncio actualizado el 06/02/2025,"A, A","A, A",maresme (BCN),166 m²,,4,3,,,Menos de 5 años,,,IF76306-I-00YF00-W-02WE2T,,,Central,,,,132 m²,,,,,,,,N/A,,1,,,N/A,Privado,,,,,,,,,,,,,N/A,Adosada,,
Casa en Fogars de la Selva,Engel & Völkers MMC Barcelona,1.622 €/m²,759.500 €,468 m²,https://www.pisos.com/comprar/casa-fogars_de_la_selva_centro_urbano-51765105543_101800/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),468 m²,,5,4,,,Entre 10 y 20 años,,,IF76306-I-00Z0W0-W-02YCE4,,,Central,,,,697 m²,N/A,,,,,,,,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
Casa pareada en Premià de Mar,TECNOCASA PREMIA PISOS,2.568 €/m²,560.000 €,218 m²,https://www.pisos.com/comprar/casa_pareada-premia_de_mar_centro_urbano-50875801103_100200/,Anuncio actualizado el 01/02/2025,"D, D","D, D",maresme (BCN),218 m²,,3,2,,,Entre 20 y 30 años,En buen estado,,TC214-605624,,,,,,,,,,,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,Pareada,,
Dúplex en Carrer de la Llibertat,Altaria Immobiliària,2.234 €/m²,295.000 €,132 m²,https://www.pisos.com/comprar/duplex-malgrat_de_mar_centro_urbano-51765448249_528677/,Anuncio actualizado el 03/02/2025,"E, F","E, F",maresme (BCN),132 m²,132 m²,3,3,3ª,N/A,Entre 10 y 20 años,En buen estado,,528677-2043,,N/A,Central,N/A,N/A,,,,,,,,Frío,,,,,N/A,N/A,N/A,,,,,,,N/A,,N/A,,N/A,,,,,,
Chalet en Mas Mora,FINQUES QUIM,2.536 €/m²,525.000 €,207 m²,https://www.pisos.com/comprar/chalet-urbanitzacions_el_mas_mora_sant_daniel_blanes_mar-19210339770_100500/,Anuncio actualizado el 10/09/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),207 m²,175 m²,4,3,,,Entre 20 y 30 años,,,SA1765-C0592/4211,,,Gas natural,,,Noreste,453 m²,,,,Parquet,,,,,N/A,1,,,N/A,N/A,Propia,N/A,,,,,N/A,,,,,,N/A,,,
Casa rústica en Canet de Mar,Engel & Völkers MMC Barcelona,3.423 €/m²,890.000 €,260 m²,https://www.pisos.com/comprar/casa_rustica-canet_de_mar_centro_urbano-20876163616_101800/,Anuncio actualizado el 15/07/2024,"F, E","F, E",maresme (BCN),260 m²,,6,6,,,Más de 50 años,,,IF76306-I-00V9DL-W-02NT9V,,,Central,,,A la montaña,161 m²,N/A,1,,,,,,N/A,,,,,N/A,Privado,,,,,,,,,,,,,,Rústica,,
Chalet en Urbanitzacions Niàgara Parc-Àgora Parc-Roca-Rossa,URBENIA,1.189 €/m²,307.000 €,258 m²,https://www.pisos.com/comprar/chalet-urbanitzacions_niagara_parc_agora_parc_roca_rossa0-47530318080_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),258 m²,180 m²,6,3,,,,En buen estado,,EP1014-96790,,,,,,,,N/A,,,,,,,N/A,,,,,1 balcón 1 patio,,Propia,,,,,,N/A,,,,,,,,,
Casa en Argentona,Engel & Völkers MMC Barcelona,2.351 €/m²,776.000 €,330 m²,https://www.pisos.com/comprar/casa-argentona_centro_urbano-51673595659_101800/,Anuncio actualizado el 14/02/2025,"E, E","E, E",maresme (BCN),330 m²,,4,4,,,Entre 30 y 50 años,,,IF76306-I-00W0AP-W-02PWCS,,,Central,N/A,,,11.700 m²,N/A,1,,,,,,N/A,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
Casa en Centro,URBENIA,2.443 €/m²,540.000 €,221 m²,https://www.pisos.com/comprar/casa-premia_de_mar_centro_urbano-51706638929_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),221 m²,220 m²,3,4,,,,En buen estado,,EP1014-98011,,,,,,,,,,,,,,,N/A,,2,,,,,,,,,,,N/A,,,,,,N/A,,,
Piso en Via Europa,URBENIA,3.657 €/m²,278.000 €,76 m²,https://www.pisos.com/comprar/piso-via_europa08304-50014723951_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),76 m²,64 m²,3,2,1ª,N/A,,En buen estado,,EP1014-97829,,,,,,,,,,,,,,,N/A,,,N/A,,N/A,,Comunitaria,,,,,N/A,,,,,,,,,,
Ático en Arenys de Mar,Engel & Völkers MMC Barcelona,3.041 €/m²,435.000 €,143 m²,https://www.pisos.com/comprar/atico-arenys_de_mar_centro_urbano-45077278903_101800/,Anuncio actualizado el 22/06/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),143 m²,,3,2,4ª,,Menos de 5 años,,,IF76306-I-00YDKF-W-02W98N,,,Central,,,,,,,,,,,,N/A,,1,,,N/A,,,,,,,N/A,,,,,,,,,,
Piso en Centro,URBENIA,2.898 €/m²,200.000 €,69 m²,https://www.pisos.com/comprar/piso-premia_de_mar_centro_urbano-47529277559_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),69 m²,63 m²,3,1,5ª,N/A,,,,EP1014-96676,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,
Piso en Centro,URBENIA,2.697 €/m²,259.000 €,96 m²,https://www.pisos.com/comprar/piso-pineda_de_mar_centre-51724522505_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),96 m²,74 m²,3,2,1ª,N/A,,En buen estado,,EP1014-98135,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,N/A,,,,,,,,,,
Piso en Passeig Marítim,Altaria Immobiliària,3.076 €/m²,160.000 €,52 m²,https://www.pisos.com/comprar/piso-malgrat_de_mar_centro_urbano-50891385191_528677/,Anuncio actualizado el 05/02/2025,"G, F","G, F",maresme (BCN),52 m²,52 m²,2,1,Principal,N/A,,En buen estado,Entre 60 y 80 €,528677-2051,,,,,,,,,1,,,,,,,,,N/A,N/A,,Comunitario,Comunitaria,,,,,N/A,,N/A,,,,,,,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,3.535 €/m²,350.000 €,99 m²,https://www.pisos.com/comprar/apartamento-mataro_centre08302-50865484862_101800/,Anuncio actualizado el 30/01/2025,"E, E","E, E",maresme (BCN),99 m²,,3,2,2ª,,Más de 50 años,,,IF76306-I-00YYGA-W-02YCD6,,,Central,N/A,,,,,1,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,
Casa en Altres Urbanitzacions,Engel & Völkers MMC Barcelona,2.757 €/m²,590.000 €,214 m²,https://www.pisos.com/comprar/casa-altres_urbanitzacions08304-45869835674_101800/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),214 m²,,5,2,,,Entre 30 y 50 años,,,IF76306-I-00YGRY-W-02WGEE,,,Central,,,,958 m²,,,,,,,,,,1,,,,Privado,,,,,,,,,,,,,,,,
Casa en Arenys de Mar,Assessors Dupre I Fernandez,1.671 €/m²,550.000 €,329 m²,https://www.pisos.com/comprar/casa-arenys_de_mar_centro_urbano-40842634845_100500/,Anuncio actualizado el 14/02/2025,"G, G","G, G",maresme (BCN),329 m²,319 m²,6,4,,,Más de 50 años,,,SA5063-AR-MAR-62/11035,,,Gas natural,,,,,,,,,N/A,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en Cerdanyola,URBENIA,1.932 €/m²,100.500 €,52 m²,https://www.pisos.com/comprar/piso-cerdanyola_nord-47526127411_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),52 m²,46 m²,2,1,2ª,N/A,,En buen estado,,EP1014-86246,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,
Casa en Can Torrent-Alta Maresma-Can Gelat,FINQUES QUIM,2.447 €/m²,399.000 €,163 m²,https://www.pisos.com/comprar/casa-santa_susanna_centro_urbano-15090022629_100500/,Anuncio actualizado el 03/07/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),163 m²,145 m²,3,3,,,Entre 20 y 30 años,,,SA1765-C0575/4211,,,N/A,,,Sureste,418 m²,,1,,,N/A,,N/A,,,1,N/A,,N/A,N/A,Propia,,,,,,N/A,,,,,,N/A,,,
Casa en Altres Urbanitzacions,Engel & Völkers MMC Barcelona,2.803 €/m²,600.000 €,214 m²,https://www.pisos.com/comprar/casa-altres_urbanitzacions08304-47525084168_101800/,Anuncio actualizado el 30/01/2025,"E, E","E, E",maresme (BCN),214 m²,,5,2,,,Entre 30 y 50 años,,,IF76306-I-00YJVQ-W-02WE6M,,,Central,,,,771 m²,,1,,,,,,,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
Casa en Santa Susanna,Engel & Völkers MMC Barcelona,1.261 €/m²,689.000 €,546 m²,https://www.pisos.com/comprar/casa-santa_susanna_centro_urbano-47533374304_101800/,Anuncio actualizado el 12/09/2024,"E, E","E, E",maresme (BCN),546 m²,,7,4,,,Entre 30 y 50 años,,,IF76306-I-00YM90-W-02WSA7,,,Central,,,,1.106 m²,N/A,,,,,,,,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
Casa en Centre Urbà,Engel & Völkers MMC Barcelona,1.875 €/m²,750.000 €,400 m²,https://www.pisos.com/comprar/casa-centre_urba-15895869206_101800/,Anuncio actualizado el 01/08/2024,"E, E","E, E",maresme (BCN),400 m²,,10,3,,,Más de 50 años,,,IF76306-I-00UR9Z-W-02LZTU,,,,,,,1.272 m²,,,,,,,,,,,,,,Privado,Propia,,,,,,,,,,,,,,,
"Piso en calle Pompeu Fabra 50 y C/ Malgrat,  1",URBENIA,3.268 €/m²,218.994 €,67 m²,https://www.pisos.com/comprar/piso-arenys_de_mar_centro_urbano-5019229318_109700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),67 m²,,2,1,Bajo,,,A estrenar,,EP1014-21664504,,,,,,,,,,,,,,,,,N/A,,,N/A,,,,,,,N/A,,,,,,,N/A,,,
Piso en Can Nadal-Sant Pere,URBENIA,1.046 €/m²,90.000 €,86 m²,https://www.pisos.com/comprar/piso-can_nadal_sant_pere-47577884845_109300/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),86 m²,,3,1,,N/A,,,,EP1014-96841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Calella,URBENIA,1.779 €/m²,550.000 €,309 m²,https://www.pisos.com/comprar/chalet-calella_centro_urbano08370-50889721252_109300/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),309 m²,200 m²,4,2,,,,En buen estado,,EP1014-98051,,,,,,,,,,,,,,N/A,,,Más de 2,,,,,Propia,,,,,,N/A,,,,,,,,,
Casa en calle Can Cabot Subunitat B,Engel & Völkers MMC Barcelona,3.063 €/m²,775.000 €,253 m²,https://www.pisos.com/comprar/casa-argentona_centro_urbano-50846701449_101800/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),253 m²,,4,4,,,,,,IF76306-I-00YZV1-W-02YKM3,,,Central,,,,721 m²,,1,,,,,,N/A,,1,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,,,
Casa unifamiliar en Sant Cebrià de Vallalta,SAFTI ESPAÑA,1.968 €/m²,370.000 €,188 m²,https://www.pisos.com/comprar/casa_unifamiliar-sant_cebria_de_vallalta_centro_urbano-50851422485_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),188 m²,142 m²,5,2,,,Entre 20 y 30 años,,,SA3541-REF_32485,,,Gasoil,,,Sur,,,,,,,,,,,1,,,N/A,,N/A,,,,,,,,,,,,,Unifamiliar,,
Apartamento en Centre,Engel & Völkers MMC Barcelona,3.500 €/m²,217.000 €,62 m²,https://www.pisos.com/comprar/apartamento-pineda_de_mar_centre-51765652816_101800/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,maresme (BCN),62 m²,,2,2,,,,,,IF76306-I-00Z00W-W-02YJ11,,,,,,,,,,,,,,,N/A,,1,,,N/A,,,,,,,N/A,,,,,,,,,,
