nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Planta,Conservación,Referencia,Ascensor,Terraza,Superficie útil,Exterior,Antigüedad,Gastos de comunidad,Carpintería interior,Tipo suelo,Carpintería exterior,Gas,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Lavadero,Balcón,Orientación,Garaje,Piscina,Armarios empotrados,Vidrios dobles,Puerta blindada,Urbanizado,Calle alumbrada,Calle asfaltada,Agua,Superficie solar,Trastero,Jardín,Sistema de seguridad,Soleado,Se aceptan mascotas,Chimenea,Portero automático,Adaptado a personas con movilidad reducida,Interior,Tipo de casa,Teléfono,Amueblado,Luz,No se aceptan mascotas
"Piso en Carrer dels Calders, 157",PREMIER ESPAÑA,2.369 €/m²,417.000 €,176 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-5195365417_109700/,Anuncio actualizado el 20/02/2025,"A, A","A, A",valles_occidental_sud (BCN),176 m²,3,2,,A estrenar,4992912-0,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Borràs, 63",PERITAX,3.531 €/m²,445.000 €,126 m²,https://www.pisos.com/comprar/piso-la_creu_alta08208-35012688515_100500/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),126 m²,3,3,Bajo,,SA730-ONB6303/2691,N/A,N/A,112 m²,,Menos de 5 años,,,,,,N/A,N/A,,N/A,,,Este,,,1,,N/A,,,,N/A,,N/A,,N/A,,,,,,,,N/A,,,
"Piso en Avinguda de Barberà, 447",PERITAX,2.660 €/m²,258.108 €,97 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-48375475860_100500/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),97 m²,2,2,Bajo,,SA730-G000521/2691,N/A,,83 m²,,Menos de 5 años,,,,,,,Gas natural,,,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,
Chalet en Centre-Cordelles,Finques Aranda,3.384 €/m²,440.000 €,130 m²,https://www.pisos.com/comprar/chalet-centre_cordelles-50907215062_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),130 m²,6,2,,A reformar,SA2651-107035735,,N/A,,,Más de 50 años,,,,,,N/A,,,,,,,,,,,,,,,,233 m²,N/A,N/A,,,,,,,,,,,,
"Ático en Carrer de Sant Pau, 96",Merce Gomez Marti,3.958 €/m²,475.000 €,120 m²,https://www.pisos.com/comprar/atico-centre_covadonga_centre08201-50861515365_108700/,Anuncio actualizado el 19/02/2025,"A, A","A, A",valles_occidental_sud (BCN),120 m²,3,2,,,UVC91-31708,N/A,N/A,120 m²,,Menos de 5 años,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Muç-Castellnou-Can Mir,D & HABITAT,1.803 €/m²,440.000 €,244 m²,https://www.pisos.com/comprar/casa-sant_muc_castellnou_can_mir-26710131423_510396/,Anuncio actualizado el 05/02/2025,"D, D","D, D",valles_occidental_sud (BCN),244 m²,5,3,,En buen estado,510396-110186,,N/A,243 m²,,Más de 50 años,,N/A,Gres,,N/A,,,N/A,N/A,N/A,,,Más de 2,Propia,,N/A,N/A,,N/A,,,605 m²,,Privado,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,3.366 €/m²,441.000 €,131 m²,https://www.pisos.com/comprar/piso-centre_covadonga_centre08201-5000416888_109700/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),131 m²,3,2,,A estrenar,IF76306-D-000L8G,N/A,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en La Creu de Barbera,VALLES INMOBILIARIA,3.254 €/m²,224.544 €,69 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-48375049135_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),69 m²,2,2,2ª,,SA4822-000526-/10724,N/A,,60 m²,,Menos de 5 años,,,,,,,Gas natural,,,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Terra Nostra-Font Pudenta,Tot Habitat Montcada,2.800 €/m²,196.000 €,70 m²,https://www.pisos.com/comprar/piso-terra_nostra_font_pudenta-50884597627_101800/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),70 m²,3,1,,,IF6418-2088,,,,,,,,,,,,Central,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dúplex en calle Víctor Català y C/ Dels Boters,  S/N",CANO & PUJOL,2.652 €/m²,366.000 €,138 m²,https://www.pisos.com/comprar/duplex-palau_solita_i_plegamans_centro_urbano-4924317853_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),138 m²,3,2,3ª,A estrenar,EP1034-21509598,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Living,IMMOBILIARIA SANT QUIRZE,2.613 €/m²,230.000 €,88 m²,https://www.pisos.com/comprar/piso-sant_quirze_del_valles_centro_urbano-44212209476_106700/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),88 m²,3,1,,,IFC75932-3807,N/A,,88 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de la Unió,MARIMON IMMOBLES,3.500 €/m²,525.000 €,150 m²,https://www.pisos.com/comprar/casa-centre_covadonga_centre08201-49175884280_992692/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),150 m²,3,1,,En buen estado,992692-casaunio    8114,,N/A,130 m²,,,,N/A,Parquet,Aluminio,N/A,,Gas natural,N/A,N/A,,,Suroeste,,,2,N/A,N/A,,,,,,,,,,,,,,,,,,,
"Piso en Carrer dels Calders, 157",Merce Gomez Marti,2.676 €/m²,281.000 €,105 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-50923511761_108700/,Anuncio actualizado el 19/02/2025,"A, A","A, A",valles_occidental_sud (BCN),105 m²,3,2,,,UVC91-31667,N/A,,105 m²,,Menos de 5 años,,,,,,N/A,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en La Creu Alta,ESPAI VIU,2.433 €/m²,545.000 €,224 m²,https://www.pisos.com/comprar/casa-la_creu_alta-39208817123_515612/,Anuncio actualizado el 20/01/2025,"C, C","C, C",valles_occidental_sud (BCN),224 m²,3,3,,En buen estado,515612-CS-55,,N/A,200 m²,,Menos de 5 años,,,Gres,Aluminio,N/A,Frío y calor,Gas natural,N/A,N/A,N/A,,,1,Propia,Más de 2,,N/A,,,,,,,,,,,N/A,,,,,N/A,,,
"Piso en Carrer de Sant Joan, 10",IMMOBILIàRIA FARNéS,2.301 €/m²,145.000 €,63 m²,https://www.pisos.com/comprar/piso-palau_solita_i_plegamans_centro_urbano-50845552025_500554/,Anuncio actualizado el 17/02/2025,"F, E","F, E",valles_occidental_sud (BCN),63 m²,2,1,1ª,En buen estado,500554-005256,,,60 m²,,Entre 10 y 20 años,,,Gres,Aluminio,,Frío,Gas natural,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Rubi,URBAN LLARS,2.428 €/m²,170.000 €,70 m²,https://www.pisos.com/comprar/piso-ca_noriol-51710988839_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),70 m²,3,1,3ª,,SA5026-0279/5781,N/A,,69 m²,,Más de 50 años,,,Parquet,,,N/A,Gas natural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Mediterrani,ESLALLAR,1.713 €/m²,128.500 €,75 m²,https://www.pisos.com/comprar/piso-badia_del_valles_centro_urbano08214-51728258471_100500/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),75 m²,3,1,5ª,,SA5398-SARJO0007/11608,N/A,,66 m²,,,Más de 100 €,,Gres,,,N/A,Gas natural,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa en calle Ca N´Andal,JC Immobles Sabadell,1.701 €/m²,490.000 €,288 m²,https://www.pisos.com/comprar/casa-santa_perpetua_de_mogoda_centro_urbano-49208926969_527045/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),288 m²,4,3,,En buen estado,527045-JC103,,,150 m²,,Entre 20 y 30 años,,Roble,Parquet,Aluminio,N/A,,Central,N/A,N/A,,,"3 vientos: sur, este y oeste",1,,Más de 2,Doble acristalado climalit,N/A,N/A,N/A,N/A,,,,N/A,,,,,,,,,N/A,,,
Piso en Castellarnau,ESPAI VIU,3.057 €/m²,425.000 €,139 m²,https://www.pisos.com/comprar/piso-castellarnau-34231125374_515612/,Anuncio actualizado el 05/11/2024,"D, D","D, D",valles_occidental_sud (BCN),139 m²,4,3,Bajo,En buen estado,515612-CAST-001,,N/A,120 m²,N/A,Entre 20 y 30 años,Entre 80 y 100 €,,Parquet,Aluminio,N/A,,Gas natural,,,,N/A,Sur,1,Comunitaria,Más de 2,,,,,,,,N/A,Comunitario,,N/A,,,,,,,,,,
Piso en Carrer del Puig Major,GESTIÓ HABITAT,2.600 €/m²,130.000 €,50 m²,https://www.pisos.com/comprar/piso-ca_noriac08207-36706144203_101800/,Anuncio actualizado el 21/05/2024,"F, G","F, G",valles_occidental_sud (BCN),50 m²,3,1,1ª,,IF76555-335,N/A,,,,Más de 50 años,,,,,,,,N/A,,N/A,,,,,,,N/A,,,,,,N/A,,N/A,,,,,,,,,,,
Casa adosada en Centre,Grup Tecnocasa Sant Cugat,4.935 €/m²,760.000 €,154 m²,https://www.pisos.com/comprar/casa_adosada-sant_cugat_del_valles_centre08172-27500628282_100200/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),154 m²,4,3,,A estrenar,TC423-523465,,N/A,,,Menos de 5 años,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,Adosada,,,,
"Piso en Avinguda de Barberà, 447",PERITAX,3.442 €/m²,268.548 €,78 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-48402014138_100500/,Anuncio actualizado el 28/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),78 m²,3,2,1ª,,SA730-G000525/2691,N/A,N/A,67 m²,,Menos de 5 años,,,,,,,Gas natural,,,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Borràs, 63",PERITAX,3.647 €/m²,445.000 €,122 m²,https://www.pisos.com/comprar/piso-la_creu_alta08208-35012677609_100500/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),122 m²,3,2,1ª,,SA730-ONB6307/2691,N/A,N/A,81 m²,,Menos de 5 años,,,,,,N/A,N/A,,N/A,,N/A,Este,,,1,,N/A,,,,N/A,,N/A,,N/A,,,,,,,,N/A,,,
Casa en Carrer de les Dues Parròquies,IMMOBILIàRIA FARNéS,1.493 €/m²,599.000 €,401 m²,https://www.pisos.com/comprar/casa-palau_solita_i_plegamans_centro_urbano-46688573452_500554/,Anuncio actualizado el 17/02/2025,"F, F","F, F",valles_occidental_sud (BCN),401 m²,5,4,,En buen estado,500554-005240,,N/A,186 m²,,,,N/A,Gres,Aluminio,,Frío,Gasoil,N/A,N/A,,,Sureste,Más de 2,Propia,,N/A,N/A,N/A,N/A,N/A,,621 m²,,Privado,,,,,,,,,,,,
Piso en Carrer de Font i Sagué,Flamat Sabadell,3.243 €/m²,240.000 €,74 m²,https://www.pisos.com/comprar/piso-la_concordia08206-50921113705_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",valles_occidental_sud (BCN),74 m²,3,1,4ª,En buen estado,SA5628-EN- FONTISAGUE,N/A,,,N/A,Más de 50 años,,,,,,Frío,,Cocina amueblada,,,N/A,,1,,1,,,,,,,,,,,,,,,,,,,N/A,,
Piso en Carrer Rambla,JC Immobles Sabadell,3.531 €/m²,247.200 €,70 m²,https://www.pisos.com/comprar/piso-centre_covadonga_centre08202-47512307504_527045/,Anuncio actualizado el 08/10/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),70 m²,2,1,1ª,A estrenar,527045-JC86,N/A,,70 m²,N/A,Menos de 5 años,Entre 60 y 80 €,N/A,Parquet,Aluminio,N/A,Frío y calor,Central,,,,,Sureste,,,,N/A,N/A,,,,,,,,N/A,N/A,N/A,,N/A,N/A,,,N/A,,,
"Piso en Carrer de Borràs, 63",PERITAX,3.345 €/m²,455.000 €,136 m²,https://www.pisos.com/comprar/piso-la_creu_alta08208-35091422240_100500/,Anuncio actualizado el 08/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),136 m²,3,2,1ª,,SA730-ONB6305/2691,N/A,N/A,89 m²,,Menos de 5 años,,,,,,N/A,N/A,,N/A,,N/A,Este,,,1,,N/A,,,,N/A,,N/A,,N/A,,,,,,,,N/A,,,
Piso en Via Aurèlia,SAI ASSESSORAMENT IMMOBILIARI,2.263 €/m²,215.000 €,95 m²,https://www.pisos.com/comprar/piso-la_concordia08206-51750346175_518727/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),95 m²,4,1,3ª,En buen estado,4518727-020374,N/A,,80 m²,N/A,Más de 50 años,,,Gres,,,,Gas natural,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,
Casa en Sant Quirze del Vallès,"FELIU FRANQUESA, S.L.",3.858 €/m²,490.000 €,127 m²,https://www.pisos.com/comprar/casa-sant_quirze_del_valles_centro_urbano-50878949499_101300/,Anuncio actualizado el 20/02/2025,"B, A","B, A",valles_occidental_sud (BCN),127 m²,3,3,,,API277-3636,,,99 m²,,Menos de 5 años,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer del Penedès,Flamat Sabadell,1.513 €/m²,339.000 €,224 m²,https://www.pisos.com/comprar/chalet-ca_noriac08207-48361270518_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",valles_occidental_sud (BCN),224 m²,4,2,,En buen estado,SA5628-EN- PENEDES,,N/A,,,Más de 50 años,,,,,,,,,,,,,,,,,,,,,,93 m²,,,,,,,,,,,,,,
"Piso en Carrer de Roc Codó, 31",INMOBILIARIA ARROYO VALLADOLID,4.961 €/m²,645.000 €,130 m²,https://www.pisos.com/comprar/piso-can_mates_volpelleres08174-51727980471_101800/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),130 m²,3,2,2ª,,IF7469-Cugat,N/A,N/A,,,Entre 10 y 20 años,,,,,,,Central,N/A,,,,,,Comunitaria,1,,N/A,,,,,,N/A,,,,,,,,,,,N/A,,
Apartamento en Centre-Cordelles,Engel & Völkers MMC Barcelona,2.958 €/m²,355.000 €,120 m²,https://www.pisos.com/comprar/apartamento-centre_cordelles-5087168376_109700/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),120 m²,3,2,,A estrenar,IF76306-D-000MM2,,N/A,,,,,,,,,Frío y calor,,N/A,,,N/A,,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,
Casa en Sant Quirze del Vallès,FINQUES ALFI,3.165 €/m²,535.000 €,169 m²,https://www.pisos.com/comprar/casa-sant_quirze_del_valles_centro_urbano-39241992781_518762/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),169 m²,5,2,,En buen estado,518762-002766,,N/A,150 m²,,Entre 30 y 50 años,,N/A,Parquet,Aluminio,N/A,Frío y calor,Gas natural,N/A,N/A,N/A,,Suroeste,2,,,,N/A,N/A,N/A,N/A,,286 m²,,Privado,,,N/A,,,,,,,,,
Piso en Carrer de Calassanç Duran,MARIMON IMMOBLES,3.644 €/m²,379.000 €,104 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-50857596932_992692/,Anuncio actualizado el 14/02/2025,"B, B","B, B",valles_occidental_sud (BCN),104 m²,3,2,1ª,En buen estado,992692-piscalassanç  R1006,N/A,,91 m²,N/A,Menos de 5 años,Entre 80 y 100 €,N/A,Parquet,Aluminio,N/A,Frío,Gas natural,N/A,N/A,,N/A,Sur,2,Comunitaria,Más de 2,N/A,N/A,,,,,,N/A,Comunitario,,N/A,,,N/A,,,,,,,
Dúplex en Centro,ImmoTESA,2.519 €/m²,320.000 €,127 m²,https://www.pisos.com/comprar/duplex-barbera_del_valles_centro_urbano-51747745490_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),127 m²,4,1,7ª,En buen estado,EP63-19711866,N/A,N/A,,N/A,,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Vallés Occidental,Jennifer FERNANDEZ,3.417 €/m²,639.000 €,187 m²,https://www.pisos.com/comprar/atico-sant_quirze_del_valles_centro_urbano-51697849502_108700/,Anuncio actualizado el 20/02/2025,"C, B","C, B",valles_occidental_sud (BCN),187 m²,4,3,,,UVC366-26133,N/A,N/A,187 m²,,Entre 5 y 10 años,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle Avinguda U,ANGELS DE LA LLAR,1.892 €/m²,494.000 €,261 m²,https://www.pisos.com/comprar/chalet-santa_perpetua_de_mogoda_la_florida-51695834926_101800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),261 m²,5,3,,,IF76867-RV00355,,N/A,,,Más de 50 años,,,,,,,Central,,,N/A,,,1,,1,,,,,,,541 m²,,Privado,,,,,,,,,,,,
Piso en Montcada Centre-La Ribera,Tot Habitat Montcada,3.200 €/m²,240.000 €,75 m²,https://www.pisos.com/comprar/piso-montcada_centre_la_ribera-51684290320_101800/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),75 m²,4,1,,,IF6418-2094,N/A,,,,,,,,,,,Central,,,N/A,,,,Comunitaria,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Barberà,PERITAX,3.203 €/m²,221.036 €,69 m²,https://www.pisos.com/comprar/piso-la_creu_de_barbera08204-48338598767_100500/,Anuncio actualizado el 20/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),69 m²,2,2,1ª,,SA730-G000523/2691,N/A,,62 m²,,Menos de 5 años,,,,,,,Gas natural,,,,,Sur,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Centre,VALLES INMOBILIARIA,2.476 €/m²,260.000 €,105 m²,https://www.pisos.com/comprar/piso-centre_covadonga_centre08201-47574982867_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),105 m²,2,2,2ª,,SA4822-7100-/10724,,N/A,82 m²,,Más de 50 años,,,Parquet,,,N/A,Gas natural,,N/A,,N/A,Este,,,,,,,,,N/A,,,,,,,,,,,,,,,
Piso en Carrer de Covadonga,NOVA FINQUES,1.616 €/m²,118.000 €,73 m²,https://www.pisos.com/comprar/piso-covadonga08202-35094991760_100500/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),73 m²,3,1,4ª,,SA3386-EIX60469/8710,,,68 m²,,Más de 50 años,,,Gres,,,,Gas natural,,,,,Este,,,1,,,,,,N/A,,,,,,,,,,,,,,,
Casa en Sant Muç-Castellnou-Can Mir,D & HABITAT,2.941 €/m²,435.300 €,148 m²,https://www.pisos.com/comprar/casa-sant_muc_castellnou_can_mir-51750980321_510396/,Anuncio actualizado el 18/02/2025,"D, D","D, D",valles_occidental_sud (BCN),148 m²,4,2,,En buen estado,510396-0010556,,N/A,102 m²,,,,N/A,Parquet,Aluminio,,Frío y calor,Central,N/A,N/A,,,Sureste,1,Propia,,N/A,,N/A,N/A,N/A,,,,Privado,,,,N/A,,,,,,,,
Piso en Carrer de Ramón Jové,JC Immobles Sabadell,2.039 €/m²,155.000 €,76 m²,https://www.pisos.com/comprar/piso-can_puiggener08208-49215502177_527045/,Anuncio actualizado el 17/12/2024,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),76 m²,3,1,Bajo,En buen estado,527045-JC107,,,76 m²,,Entre 30 y 50 años,,,Gres,Aluminio,,,Gas natural,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda del Mediterrani,FS FINQUES,1.713 €/m²,128.500 €,75 m²,https://www.pisos.com/comprar/piso-badia_del_valles_centro_urbano08214-49257454642_100500/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),75 m²,3,1,5ª,,SA411-FS0007/4962,N/A,,66 m²,,Más de 50 años,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de Corominas,FINSA SABADELL,3.219 €/m²,470.000 €,146 m²,https://www.pisos.com/comprar/atico-centre_covadonga_centre08201-50891110959_518064/,Anuncio actualizado el 18/02/2025,"E, E","E, E",valles_occidental_sud (BCN),146 m²,3,2,2ª,En buen estado,4518064-3936,N/A,21m²,130 m²,N/A,Entre 20 y 30 años,Más de 100 €,Macizas,Parquet,Aluminio,N/A,Frío y calor,Gas natural,20m²,25m²,,N/A,Oeste,1,,,"Climalit, con puente térmico",,,,,,,N/A,,,Orientación este-oeste,,,N/A,,,,,,,
Apartamento en Eixample-Sant Oleguer,Durán Carasso,2.625 €/m²,449.000 €,171 m²,https://www.pisos.com/comprar/apartamento-eixample_sant_oleguer08203-45056333172_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),171 m²,4,2,,,BM201-ON0033/10,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Samuntada,PERITAX,1.986 €/m²,149.000 €,75 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-50009171861_100500/,Anuncio actualizado el 28/01/2025,"G, F","G, F",valles_occidental_sud (BCN),75 m²,3,1,4ª,,SA730-G8102/2691,,N/A,68 m²,,Más de 50 años,,,Gres,,,,Gas natural,,,,N/A,Sur,,,,,,,,,N/A,,,,,,,,,,,,,,,
Chalet en Passeig de Rubí,MARCOVE,6.387 €/m²,4.950.000 €,775 m²,https://www.pisos.com/comprar/chalet-sant_cugat_del_valles_mira_sol08197-50901554860_108900/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),775 m²,6,4,,,XA755-671,,N/A,570 m²,,,,,,,,N/A,N/A,,,,,,N/A,N/A,,,,,,,,,N/A,N/A,,,,,,,,,,,,
Apartamento en Eixample-Sant Oleguer,Durán Carasso,3.301 €/m²,383.000 €,116 m²,https://www.pisos.com/comprar/apartamento-eixample_sant_oleguer08203-45020191052_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),116 m²,3,3,,,BM201-ON0033/6,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Jaume Balmes, 33",Tot Habitat Montcada,3.813 €/m²,225.000 €,59 m²,https://www.pisos.com/comprar/piso-montcada_centre_la_ribera-44252091087_101800/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),59 m²,2,1,,,IF6418-21,N/A,,,,,,,,,,,Central,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Sant Quirze del Vallès,IMMOBILIARIA SANT QUIRZE,3.291 €/m²,395.000 €,120 m²,https://www.pisos.com/comprar/piso-sant_quirze_del_valles_centro_urbano-47532758340_106700/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),120 m²,5,2,,,IFC75932-3822,,,120 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Colom, 57",PERITAX,4.454 €/m²,490.000 €,110 m²,https://www.pisos.com/comprar/piso-centre_covadonga_centre08201-20044012653_100500/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),110 m²,4,2,4ª,,SA730-TELA43/2691,N/A,N/A,90 m²,,Menos de 5 años,,,Parquet,,,N/A,N/A,,,,N/A,Este,1,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Piso en Carrer de Calassanç Duran,PERITAX,3.644 €/m²,379.000 €,104 m²,https://www.pisos.com/comprar/piso-eixample_sant_oleguer08203-50898869247_100500/,Anuncio actualizado el 24/01/2025,"B, B","B, B",valles_occidental_sud (BCN),104 m²,3,2,1ª,,SA730-GR1006/2691,N/A,N/A,91 m²,,Menos de 5 años,Más de 100 €,,,,,N/A,Gas natural,,N/A,,N/A,Sur,,Comunitaria,1,,,,,,N/A,,N/A,N/A,,,,,,,,,,,,
Dúplex en Carrer de Gurrea,FINCAS BADIA DEL VALLES,2.950 €/m²,590.000 €,200 m²,https://www.pisos.com/comprar/duplex-centre_covadonga_centre08202-40030542010_101800/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),200 m²,4,2,2ª,,IF76103-DUPLEX SABADELL,N/A,N/A,,,,,,,,,,Central,N/A,,N/A,,,1,,1,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carretera de Prats de Lluçanès,FINSA SABADELL,2.631 €/m²,150.000 €,57 m²,https://www.pisos.com/comprar/piso-la_creu_alta08208-47597117427_518064/,Anuncio actualizado el 18/02/2025,"F, E","F, E",valles_occidental_sud (BCN),57 m²,3,1,Bajo,En buen estado,4518064-3929,,,52 m²,N/A,Más de 50 años,Entre 40 y 60 €,N/A,Gres,Aluminio,,,,6m²,17m²,N/A,,Oeste,,,,N/A,,,,,,,,,,Orientación oeste,,,N/A,,,,,,,
Piso en Centro,ImmoTESA,2.166 €/m²,208.000 €,96 m²,https://www.pisos.com/comprar/piso-barbera_del_valles_centro_urbano-45929056037_109300/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_occidental_sud (BCN),96 m²,3,1,1ª,En buen estado,EP63-19711776,N/A,,,N/A,,,,,,,,N/A,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carretera de Barcelona,PERITAX,2.440 €/m²,183.000 €,75 m²,https://www.pisos.com/comprar/piso-les_termes08204-51764533546_100500/,Anuncio actualizado el 09/02/2025,"E, F","E, F",valles_occidental_sud (BCN),75 m²,2,1,4ª,,SA730-G11792/2691,,,74 m²,,Más de 50 años,Más de 100 €,,Parquet,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
