nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Referencia,Terraza,Jardín,Piscina,Planta,Exterior,Conservación,Gastos de comunidad,Tipo suelo,Aire acondicionado,Calefacción,Cocina equipada,Ascensor,Balcón,Orientación,Agua,Chimenea,Comedor,Garaje,Urbanizado,Puerta blindada,Trastero,Carpintería interior,Vidrios dobles,Carpintería exterior,Portero automático,Sistema de seguridad,Gas,Teléfono,Adaptado a personas con movilidad reducida,Soleado,Lavadero,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Armarios empotrados,Tipo de casa,No se aceptan mascotas,Interior,Amueblado,Luz
Casa en Sant Llorenç D Hortons,BEST HOUSE MARTORELL,825 €/m²,495.000 €,600 m²,https://www.pisos.com/comprar/casa-sant_sadurni_anoia_centro_urbano-49242164195_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),600 m²,590 m²,33.000 m²,5,,Más de 50 años,SA449-746169/3134,,,,,,,,Terrazo,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Subirats,Finques Pardas,2.257 €/m²,149.000 €,66 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-50095935516_513967/,Anuncio actualizado el 19/02/2025,"E, E","E, E",alt_penedes (BCN),66 m²,56 m²,,3,1,Entre 30 y 50 años,513967-P-343,,,,1ª,,En buen estado,,Parquet,Frío y calor,Gas natural,N/A,,N/A,,,,N/A,,,,,,,Aluminio,N/A,,,,,,,,,,2,,,,,
Casa en Carrer del Raval,Finques Pardas,836 €/m²,469.000 €,561 m²,https://www.pisos.com/comprar/casa-sant_sadurni_anoia_centro_urbano-85917661423_513967/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),561 m²,550 m²,,11,6,,513967-C-0106,N/A,,,,,En buen estado,,,Frío,Gas natural,N/A,,,,,N/A,N/A,,N/A,N/A,,N/A,N/A,Madera,,N/A,N/A,N/A,,,N/A,N/A,N/A,,,,,,,
Casa en Font-Rubí,Engel & Völkers MMC Barcelona,657 €/m²,375.000 €,570 m²,https://www.pisos.com/comprar/casa-font_rubi_centro_urbano-48366668627_101800/,Anuncio actualizado el 19/12/2024,"E, E","E, E",alt_penedes (BCN),570 m²,,,5,2,Más de 50 años,IF76306-I-00YQWW-W-02S3XY,N/A,Privado,,,,,,,,Central,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa adosada en *Centro,BRUÑO & VENTURA,1.239 €/m²,546.400 €,441 m²,https://www.pisos.com/comprar/casa_adosada-centre_vila-40055196438_100500/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),441 m²,165 m²,,3,2,Entre 20 y 30 años,SA564-LV01275/1687,N/A,,,,,,,Gres,,,,,,Sureste,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Casa en Sant Miquel D Olerdola,MACROFINCAS S.L,2.141 €/m²,880.000 €,411 m²,https://www.pisos.com/comprar/casa-olerdola_centro_urbano-45012322250_100500/,Anuncio actualizado el 21/01/2025,"E, F","E, F",alt_penedes (BCN),411 m²,214 m²,720 m²,6,6,Entre 20 y 30 años,SA565-MCM5950SA/1454,N/A,N/A,Propia,,,,,Gres,,N/A,,,,,N/A,N/A,N/A,1,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Salvador Seguí,Aliseda Inmobiliaria,1.449 €/m²,100.000 €,69 m²,https://www.pisos.com/comprar/piso-espirall-41758251413_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),69 m²,,,3,1,,AN1-ANT00030651271,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Poble Nou,FINQUES SIP,2.631 €/m²,210.500 €,80 m²,https://www.pisos.com/comprar/piso-espirall-49176381623_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),80 m²,,,3,2,Menos de 5 años,SA5343-10003/9669,,,,1ª,,,,Gres,N/A,N/A,,N/A,N/A,Sur,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Casa rústica en Castellví de la Marca,Engel & Völkers MMC Barcelona,1.888 €/m²,850.000 €,450 m²,https://www.pisos.com/comprar/casa_rustica-castellvi_de_la_marca_centro_urbano-24186671069_101800/,Anuncio actualizado el 28/05/2024,"E, E","E, E",alt_penedes (BCN),450 m²,,3.172 m²,7,4,Más de 50 años,IF76306-I-00VL81-W-02ONYY,N/A,Privado,,,,,,,,Central,N/A,,,,,,,1,,,N/A,,,,,,,,,,N/A,,,,,Rústica,,,N/A,
Casa en Centro,FINQUES SIP,1.195 €/m²,110.000 €,92 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-44254272866_100500/,Anuncio actualizado el 20/02/2025,"E, F","E, F",alt_penedes (BCN),92 m²,89 m²,,3,1,Más de 50 años,SA5343-09666/9669,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Poble Nou,FINQUES SIP,2.093 €/m²,180.000 €,86 m²,https://www.pisos.com/comprar/piso-vilafranca_del_penedes_poble_nou-44167475872_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),86 m²,49 m²,,2,1,Entre 20 y 30 años,SA5343-09867/9669,N/A,,,4ª,,,,Gres,N/A,Eléctrica,,N/A,N/A,Sureste,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Mas D’En Serra,OPEN INMO,1.781 €/m²,490.000 €,275 m²,https://www.pisos.com/comprar/casa-les_clotes-35833751186_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),275 m²,160 m²,615 m²,3,3,Entre 20 y 30 años,SA1406-OI00550/5763,N/A,N/A,Propia,,,,,Gres,N/A,Gas natural,,,,Norte,N/A,N/A,N/A,1,N/A,,N/A,,,,,N/A,,N/A,,,,,,,1,,,,N/A,
Piso en *Centro,FINQUES SIP,2.068 €/m²,180.000 €,87 m²,https://www.pisos.com/comprar/piso-barceloneta-49179177736_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),87 m²,84 m²,,3,1,Entre 30 y 50 años,SA5343-10008/9669,,,,4ª,,,,,,Gas natural,,N/A,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer de la Coral,Aliseda Inmobiliaria,707 €/m²,150.000 €,212 m²,https://www.pisos.com/comprar/casa_adosada-torrelles_de_foix_centro_urbano-41759786023_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),212 m²,,,5,2,,AN1-ANT00030674840,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Casa en Font-Rubi,FINQUES SIP,246 €/m²,160.000 €,650 m²,https://www.pisos.com/comprar/casa-font_rubi_centro_urbano-44253528318_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),650 m²,500 m²,1.000 m²,4,2,Más de 50 años,SA5343-09896/9669,,N/A,,,,,,,,N/A,,,,Sureste,N/A,N/A,,1,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Espirall,FINQUES SIP,1.440 €/m²,159.900 €,111 m²,https://www.pisos.com/comprar/piso-espirall-50862207402_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),111 m²,90 m²,,3,2,,SA5343-10035/9669,,,,1ª,,,,,,,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,1,,,,,
Casa pareada en Urbanizacion Can Coral,donpiso Central,1.030 €/m²,170.000 €,165 m²,https://www.pisos.com/comprar/casa_pareada-torrelles_de_foix_centro_urbano-49189746638_109100/,Anuncio actualizado el 16/02/2025,"F, F","F, F",alt_penedes (BCN),165 m²,110 m²,,3,1,,FE38-287633,N/A,N/A,N/A,,,,,Terrazo,,,,,,Norte,,,,,,,,,,Madera,,,Otra compañía,,,,,,,,,Pareada,,,,
Piso en Carrer del Raval,Finques Pardas,2.129 €/m²,230.000 €,108 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-42543162001_513967/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),108 m²,92 m²,,4,1,Entre 10 y 20 años,513967-P-318,N/A,,,2ª,N/A,En buen estado,,Parquet,Frío y calor,,N/A,N/A,N/A,Suroeste,,,N/A,,,,,N/A,N/A,Aluminio,N/A,,,,,N/A,,,,N/A,,,,,,
Casa en Guardiola de Font-Rubí,Engel & Völkers MMC Barcelona,846 €/m²,220.000 €,260 m²,https://www.pisos.com/comprar/casa-guardiola_de_font_rubi-50880405289_101800/,Anuncio actualizado el 13/01/2025,"E, E","E, E",alt_penedes (BCN),260 m²,,174 m²,4,1,Más de 50 años,IF76306-I-00YY0Y-W-02YC38,N/A,,,,,,,,,Central,N/A,,,,,,,1,,,N/A,,,,,,,,,,N/A,,,,,,,,,
Chalet en Valldemar,Grupo TorreSol Inmobiliaria,1.004 €/m²,240.000 €,239 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-51691494696_100500/,Anuncio actualizado el 19/02/2025,"D, D","D, D",alt_penedes (BCN),239 m²,200 m²,676 m²,4,2,Entre 30 y 50 años,SA4441-0060-26/4861,N/A,N/A,Propia,,,,,Terrazo,,Eléctrica,,,,Sur,N/A,N/A,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,
"Chalet en Avinguda de Cunit, 18",daHaus34,1.208 €/m²,180.000 €,149 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-51668173599_100500/,Anuncio actualizado el 19/02/2025,"G, G","G, G",alt_penedes (BCN),149 m²,,,5,2,Entre 20 y 30 años,SA5826-Dh34014,N/A,N/A,,,,A reformar,,,N/A,,,,,Norte,,,,,,,N/A,,,,,,,,,,,,,,1,,,,,
Casa en Avinguda de Casetes Mir,Finques Pardas,2.806 €/m²,362.000 €,129 m²,https://www.pisos.com/comprar/casa-sant_sadurni_anoia_centro_urbano-51717135461_513967/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),129 m²,90 m²,181 m²,4,2,Entre 20 y 30 años,513967-C-0214,,,,,,En buen estado,,Gres,,Gas natural,N/A,,,,,,N/A,1,N/A,,,,N/A,Aluminio,,,,,,,N/A,N/A,N/A,N/A,Más de 2,,,,,
Casa en La Ponderosa,FINQUES SIP,1.483 €/m²,135.000 €,91 m²,https://www.pisos.com/comprar/casa-pontons_centro_urbano-45047335882_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),91 m²,72 m²,576 m²,3,1,Entre 30 y 50 años,SA5343-09926/9669,,N/A,,,,,,Terrazo,,,,,,,,N/A,,,N/A,,N/A,,,,,,,,,,,,,,1,,,,,
Piso en Barceloneta - Molí Den Rovira,FINQUES SIP,2.222 €/m²,180.000 €,81 m²,https://www.pisos.com/comprar/piso-barceloneta-50054658507_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),81 m²,,,3,2,Entre 30 y 50 años,SA5343-10029/9669,,,,3ª,,,,Gres,,Gas natural,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Vilafranca,Finques Pardas,1.126 €/m²,160.000 €,142 m²,https://www.pisos.com/comprar/casa-sant_pere_de_riudebitlles_centro_urbano-50874181222_513967/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),142 m²,131 m²,,2,2,,513967-C-0213,,,,,,A estrenar,,Parquet,,,,,,,,,,1,N/A,,,,,Aluminio,,,,,,,,N/A,N/A,,,,,,,
Casa en Carrer del Rosell,Finques Pardas,606 €/m²,259.000 €,427 m²,https://www.pisos.com/comprar/casa-torrelavit_centro_urbano-12595643752_513967/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),427 m²,417 m²,231 m²,6,3,Entre 30 y 50 años,513967-C-0158,N/A,Privado,,,,En buen estado,,Gres,Frío y calor,Gasoil,N/A,,,A la montaña,,N/A,N/A,,N/A,,,N/A,N/A,Aluminio,,,,,,,,N/A,,N/A,Más de 2,,,,N/A,
Casa en Sant Miquel d'Olèrdola,Engel & Völkers MMC Barcelona,1.707 €/m²,490.000 €,287 m²,https://www.pisos.com/comprar/casa-sant_miquel_olerdola-24242844361_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),287 m²,,1.413 m²,7,3,Entre 30 y 50 años,IF76306-I-00VN3G-W-02OMU5,N/A,Privado,Propia,,,,,,,Central,N/A,,,,,,,1,,,N/A,,,,,,,,,,,,,,1,,,,,
Casa en Vilobí del Penedès,OPEN INMO,1.119 €/m²,525.000 €,469 m²,https://www.pisos.com/comprar/casa-vilobi_del_penedes_centro_urbano-44233280606_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),469 m²,450 m²,525 m²,8,5,Entre 20 y 30 años,SA1406-OI01900/5763,N/A,N/A,,,,,,Gres,,N/A,,,,Sur,N/A,,N/A,1,,,N/A,,,,,,,N/A,,,,,,,1,,,,,
"Piso en calle Rbla de La Generalitat 51, nº 2º3",ALTAMIRA,1.927 €/m²,119.500 €,62 m²,https://www.pisos.com/comprar/piso-la_girada-38339083853_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),62 m²,62 m²,,2,1,,AM9-2061##02003481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Urbanizacion Can Rosell,MACROFINCAS S.L,2.048 €/m²,249.900 €,122 m²,https://www.pisos.com/comprar/chalet-subirats_centro_urbano-35090863889_100500/,Anuncio actualizado el 24/10/2024,"F, E","F, E",alt_penedes (BCN),122 m²,50 m²,1.152 m²,3,1,Entre 30 y 50 años,SA565-MCM5654SA/1454,N/A,N/A,,,,,,,,Eléctrica,,,,,N/A,N/A,N/A,1,N/A,,N/A,,,,,,,,,,,,,,1,,,,,
Dúplex en *Centro,SAM GRUPO M,2.107 €/m²,196.000 €,93 m²,https://www.pisos.com/comprar/duplex-les_clotes-48426385117_100500/,Anuncio actualizado el 16/10/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),93 m²,,,3,2,,SA4980-VILAFRANCA_01/10877,,,,3ª,,,,Parquet,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,1,,,,,
"Piso en Passatge de la Ciutadella, 10",VILOMARA &  ASSOCIATS,2.631 €/m²,231.600 €,88 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-35098578297_441400/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),88 m²,68 m²,,3,2,Menos de 5 años,4414-023114,N/A,,,2ª,N/A,A estrenar,,Parquet,,Gas natural,Abierta,N/A,N/A,Noroeste,,,"Enorme, 25m²",,,,,Lacada,Aislante,Aluminio,Videoportero,,,,N/A,N/A,Interior,,,,,,,,,
"Chalet en calle Carretera Can Costa 43, nº 43",IAD ESPAÑA,1.167 €/m²,390.000 €,334 m²,https://www.pisos.com/comprar/chalet-olesa_de_bonesvalls_centro_urbano-50905488499_108700/,Anuncio actualizado el 19/02/2025,"E, E","E, E",alt_penedes (BCN),334 m²,334 m²,655 m²,4,3,Entre 30 y 50 años,UVC882-31302,N/A,N/A,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Josep Rovira,Finques Pardas,565 €/m²,375.000 €,663 m²,https://www.pisos.com/comprar/casa-sant_sadurni_anoia_centro_urbano-2513494797_513967/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),663 m²,653 m²,211 m²,5,2,Más de 50 años,513967-C-0145,N/A,,,,,En buen estado,,Gres,,Gas natural,N/A,,,Noroeste,,,N/A,Más de 2,N/A,N/A,,,,PVC,,,,,,,N/A,N/A,N/A,N/A,2,,,,,
Casa en Mediona,GESTIONS IMMOBILIARIES SILVIA,853 €/m²,76.000 €,89 m²,https://www.pisos.com/comprar/casa-mediona_centro_urbano-51667447637_308400/,Anuncio actualizado el 19/02/2025,"G, G","G, G",alt_penedes (BCN),89 m²,64 m²,576 m²,1,1,Más de 50 años,3084-25015,,Privado,,,,A reformar,,Gres,,,N/A,,,Sur,,N/A,N/A,,N/A,,,,,Madera,,,,,,,,N/A,N/A,N/A,,,,,,
Chalet en Avinguda de Cunit,daHaus34,1.391 €/m²,320.000 €,230 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-51684883477_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),230 m²,,937 m²,5,2,Entre 20 y 30 años,SA5826-106702886,N/A,N/A,N/A,,,En buen estado,,,N/A,,,,,Norte,,,,1,,,N/A,,,,,,,,,,,,,,1,,,,,
Casa en Castellet i la Gornal,Engel & Völkers MMC Barcelona,1.708 €/m²,205.000 €,120 m²,https://www.pisos.com/comprar/casa-castellet_i_la_gornal_centro_urbano-45881375071_101800/,Anuncio actualizado el 19/07/2024,"G, G","G, G",alt_penedes (BCN),120 m²,,604 m²,5,1,Entre 30 y 50 años,IF76306-I-00YGMS-W-02WGNF,N/A,Privado,,,,,,,,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Clariana,Engel & Völkers MMC Barcelona,1.000 €/m²,360.000 €,360 m²,https://www.pisos.com/comprar/casa-clariana-36752229014_101800/,Anuncio actualizado el 21/05/2024,"G, E","G, E",alt_penedes (BCN),360 m²,,302 m²,6,4,Más de 50 años,IF76306-I-00XEVX-W-02T3EL,N/A,Privado,,,,,,,,Central,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de la Coral,CICLOACTIVOS S.L.,817 €/m²,103.000 €,126 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-12568552144_991803/,Anuncio actualizado el 21/09/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),126 m²,126 m²,554 m²,3,1,,4991803-31314,,Privado,,,,A reformar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Passatge de la Ciutadella, 10",VILOMARA &  ASSOCIATS,2.672 €/m²,227.200 €,85 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-35034759036_441400/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),85 m²,67 m²,,3,2,Menos de 5 años,4414-023112,6m²,,,1ª,N/A,A estrenar,,Parquet,,Gas natural,Abierta,N/A,,Oeste,,,"Enorme, 25m²",,,,,Lacada,Aislante,Aluminio,Videoportero,,,,N/A,N/A,Interior,,,,,,,,,
Casa rústica en Puigdàlber,Engel & Völkers MMC Barcelona,1.317 €/m²,1.925.000 €,1.461 m²,https://www.pisos.com/comprar/casa_rustica-puigdalber_centro_urbano-2578545194_101800/,Anuncio actualizado el 05/10/2024,"E, E","E, E",alt_penedes (BCN),1.461 m²,,2.440 m²,8,7,Más de 50 años,IF76306-I-00TE19-W-02IFZ7,N/A,Privado,Propia,,,,,,,Central,N/A,,,,,,,1,,,N/A,,,,,,,,,,,,,,1,Rústica,,,,
Casa en Centro,FINQUES SIP,701 €/m²,162.000 €,231 m²,https://www.pisos.com/comprar/casa-torrelles_de_foix_centro_urbano-48381041314_100500/,Anuncio actualizado el 20/02/2025,"G, F","G, F",alt_penedes (BCN),231 m²,,,4,2,Más de 50 años,SA5343-09998/9669,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Segimon Tomeu,Finques Pardas,774 €/m²,395.000 €,510 m²,https://www.pisos.com/comprar/casa-torrelavit_centro_urbano-42578920606_513967/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),510 m²,470 m²,593 m²,6,3,Entre 30 y 50 años,513967-C-0202,N/A,Privado,Propia,,,En buen estado,,Mármol,,Gasoil,N/A,,,,,,N/A,Más de 2,,N/A,N/A,,,Aluminio,,,,,,,N/A,,,N/A,,,,,,
Piso en Carrer del Raval,Aliseda Inmobiliaria,1.186 €/m²,140.000 €,118 m²,https://www.pisos.com/comprar/piso-torrelles_de_foix_centro_urbano-40893021562_104500/,Anuncio actualizado el 31/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),118 m²,,,2,1,,ASR1-PDVSB286530,N/A,,,,,,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,
"Casa en calle Monastrell, 8",TAMM SERVEIS IMMOBILIARIS,730 €/m²,160.000 €,219 m²,https://www.pisos.com/comprar/casa-gelida_centro_urbano-50870402670_101300/,Anuncio actualizado el 16/01/2025,"G, G","G, G",alt_penedes (BCN),219 m²,218 m²,,3,3,,API173-BLUE 103711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Plaça del Montseny,Aliseda Inmobiliaria,947 €/m²,131.670 €,139 m²,https://www.pisos.com/comprar/chalet-sant_quinti_de_mediona_centro_urbano-35922816962_107000/,Anuncio actualizado el 20/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),139 m²,,,4,2,,AS1-52442047,N/A,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Barceloneta,FINQUES SIP,2.567 €/m²,305.482 €,119 m²,https://www.pisos.com/comprar/piso-barceloneta-45014205375_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),119 m²,88 m²,,3,2,,SA5343-09940/9669,N/A,,Comunitaria,1ª,,,,,N/A,,,N/A,,,N/A,,,1,,,N/A,,,,,,,,,,,,,,1,,,,,
Casa en Carrer de Tarragona,Finques Pardas,2.844 €/m²,310.000 €,109 m²,https://www.pisos.com/comprar/casa-sant_sadurni_anoia_centro_urbano-42521623853_513967/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),109 m²,109 m²,175 m²,3,1,Más de 50 años,513967-C-0196,N/A,,,,,En buen estado,,Gres,,,N/A,,,,,,N/A,,N/A,,,,,Madera,,,,,,,,N/A,N/A,N/A,,,,,,
Chalet en Alto Penedés,IAD ESPAÑA,1.208 €/m²,180.000 €,149 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-50864665925_108700/,Anuncio actualizado el 06/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),149 m²,149 m²,647 m²,4,3,Entre 20 y 30 años,UVC882-25914,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Martí Sarroca,Engel & Völkers MMC Barcelona,563 €/m²,1.690.000 €,3.000 m²,https://www.pisos.com/comprar/casa-sant_marti_sarroca_centro_urbano-48416646481_101800/,Anuncio actualizado el 01/10/2024,"E, E","E, E",alt_penedes (BCN),3.000 m²,,5.000 m²,10,3,Más de 50 años,IF76306-I-00YOC1-W-02X94K,N/A,Privado,,,,,,,,,N/A,,,,,,,1,,,,,,,,,,,,,,,,,,,,,N/A,
Casa rústica en Sant Julià,Engel & Völkers MMC Barcelona,764 €/m²,395.000 €,517 m²,https://www.pisos.com/comprar/casa_rustica-sant_julia-24200194405_101800/,Anuncio actualizado el 06/12/2024,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),517 m²,,1.949 m²,6,1,Más de 50 años,IF76306-I-00VMXP-W-02OSGN,,Privado,Propia,,,,,,,Central,N/A,,,,,,,1,,,N/A,,,,,,,,,,,,,,,Rústica,,,,
"Chalet en calle Tulipa, nº 135",Flamat Tarragona,2.619 €/m²,550.000 €,210 m²,https://www.pisos.com/comprar/chalet-castellet_i_la_gornal_centro_urbano-49201134716_100500/,Anuncio actualizado el 22/01/2025,"A, A","A, A",alt_penedes (BCN),210 m²,,422 m²,4,4,Menos de 5 años,4522279-CCU-550,N/A,N/A,N/A,,,En buen estado,,,N/A,Central,,,,Sur,,,,1,,,N/A,,,,,,,,,,,,,,,,,,,
Casa adosada en calle Safari,Aliseda Inmobiliaria,475 €/m²,89.000 €,187 m²,https://www.pisos.com/comprar/casa_adosada-gelida_centro_urbano-48353531549_104500/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),187 m²,,,2,2,,ASR1-SRB0000046572,,,N/A,,,,,,N/A,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,Adosada,,,,
Casa en Avinguda dels Rosals,Finques Penedès Marítim,1.061 €/m²,189.000 €,178 m²,https://www.pisos.com/comprar/casa-castellet_i_la_gornal_centro_urbano-48382770268_519242/,Anuncio actualizado el 11/02/2025,"F, F","F, F",alt_penedes (BCN),178 m²,75 m²,1.184 m²,3,1,Entre 20 y 30 años,4519242-332,N/A,Privado,,,,A reformar,,Gres,,,N/A,,,Sureste,,,N/A,1,N/A,,,N/A,N/A,Aluminio,,,,,,,N/A,N/A,N/A,N/A,,,,,,
Casa en calle Pi I Maragall,VILOMARA &  ASSOCIATS,740 €/m²,94.000 €,127 m²,https://www.pisos.com/comprar/casa-sant_quinti_de_mediona_centro_urbano-39252668563_441400/,Anuncio actualizado el 28/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),127 m²,127 m²,72 m²,2,1,Más de 50 años,4414-023196,N/A,Privado,,,,A reformar,,Terrazo,,,Comedor,,,Sur,,,N/A,,N/A,,,,,Aluminio,,,,,,,,N/A,,,,,,,,
Piso en Poble Nou,FINQUES SIP,2.178 €/m²,220.000 €,101 m²,https://www.pisos.com/comprar/piso-vilafranca_del_penedes_poble_nou-45860774554_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",alt_penedes (BCN),101 m²,93 m²,,3,2,Entre 20 y 30 años,SA5343-09943/9669,N/A,,,Bajo,,,,Gres,N/A,Gas natural,,N/A,N/A,Noroeste,N/A,,,,,N/A,,,,,,N/A,,,,,,,,,1,,,,,
"Piso en Carrer del Doctor Escayola, 12",VILOMARA &  ASSOCIATS,2.396 €/m²,186.900 €,78 m²,https://www.pisos.com/comprar/piso-sant_sadurni_anoia_centro_urbano-48334863786_441400/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,alt_penedes (BCN),78 m²,68 m²,,3,1,Más de 50 años,4414-024174,,,,1ª,N/A,En buen estado,N/A,Parquet,Frío y calor,Eléctrica,N/A,,N/A,Noroeste,,,N/A,,,,,N/A,N/A,Aluminio,N/A,,,,,,N/A,,,,,,,,,
